,Unnamed: 0,날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수,개인 매수,개인 매도,개인매수비율(%),개인매수비율증가(%p),개인매도비율(%),개인매도비율증가(%p),개인 순매수비율,기관 순매수비율,외국인 순매수비율
0,0,2020-11-11,33650.0,700.0,5100704,1619480,750482,868998,1200937,1430664,-229727,-639271,2280287,2919558,44.7053387140285,,57.238334159363106,,-12.532995445334604,17.03682472066601,-4.503829275331405
1,1,2020-11-10,32950.0,1200.0,7202607,2222095,1034503,1187592,2743041,1231741,1511300,-2698892,2237471,4936363,31.064738087195373,-13.640600626833132,68.5357815579831,11.297447398619996,-37.47104347078773,16.488363171834866,20.982680298952864
2,2,2020-11-09,31750.0,150.0,2496771,899451,501119,398332,312424,912361,-599937,201605,1284896,1083291,51.46230871794009,20.39757063074472,43.38767952687693,-25.148102031106188,8.074629191063178,15.95388603920824,-24.02851523027142
3,3,2020-11-06,31600.0,100.0,1947300,624333,546189,78144,667448,358827,308621,-386765,655519,1042284,33.66296923945977,-17.79933947848032,53.5245724849792,10.136892958102287,-19.861603245519436,4.012940995224157,15.84866225029528
4,4,2020-11-05,31500.0,350.0,3089844,1011011,909679,101332,551923,852104,-300181,198849,1526910,1328061,49.41705794855663,15.754088709096855,42.981490327667025,-10.543082157312178,6.435567620889598,3.2795183187241816,-9.715085939613779
5,5,2020-11-04,31150.0,-850.0,4538264,983639,1515254,-531615,544888,1248588,-703700,1235315,3009737,1774422,66.31912555109179,16.902067602535162,39.09913570475406,-3.8823546229129633,27.219989846337718,-11.71406070691348,-15.505929139424238
6,6,2020-11-03,32000.0,250.0,3435765,1283102,624650,658452,561798,670038,-108240,-550212,1590865,2141077,46.30307951795306,-20.016046033138732,62.317329619458846,23.218193914704777,-16.014250101505777,19.16464018930282,-3.150390087797041
7,7,2020-11-02,31750.0,1400.0,3894347,1453687,641636,812051,1136929,488195,648734,-1460785,1303731,2764516,33.47752524364161,-12.825554274311445,70.98792172346225,8.670592104003411,-37.51039647982062,20.852045285127392,16.658351194693232
8,8,2020-10-30,30350.0,-1100.0,4189440,812071,796686,15385,1237603,1518148,-280545,265160,2139766,1874606,51.075227238007955,17.597701994366332,44.74598036969141,-26.241941353770837,6.329246868316529,0.36723285212343415,-6.696479720439964
9,9,2020-10-29,31450.0,-50.0,3103420,874029,691503,182526,738332,673611,64721,-247247,1491059,1738306,48.045672193902206,-3.0295550441057344,56.012592559176646,11.266612189485246,-7.966920365274439,5.881446919849714,2.085473445424725
10,10,2020-10-28,31500.0,1300.0,4419345,1713384,600723,1112661,1367469,577379,790090,-1902751,1338492,3241243,30.28711268298809,-17.758559510914125,73.34215817049812,17.32956561132147,-43.05504548751003,25.177056781038818,17.877988706471207
11,11,2020-10-27,30200.0,-750.0,4310484,1124079,871422,252657,728442,1428757,-700315,447658,2457963,2010305,57.022900444590434,26.735787761602353,46.63757016613447,-26.704588004363647,10.38533027845597,5.861453145400842,-16.24678342385681
12,12,2020-10-26,30950.0,-400.0,3771465,1770994,783462,987532,199190,968743,-769553,-217979,1801281,2019260,47.7607773106737,-9.262123133916738,53.540467696240064,6.902897530105584,-5.779690385566352,26.184307689452243,-20.40461730388589
13,13,2020-10-23,31350.0,1150.0,6673095,2214500,876901,1337599,1568677,908296,660381,-1997980,2889918,4887898,43.30701121443647,-4.453766096237223,73.24784076953797,19.707373073297923,-29.940829555101494,20.044656939546044,9.89617261555545
14,14,2020-10-22,30200.0,1000.0,4540090,1702929,669373,1033556,955271,764550,190721,-1224277,1881890,3106167,41.45049987995832,-1.8565113344781563,68.41641905777198,-4.831421711765998,-26.965919177813657,22.7650993702768,4.200819807536855
15,15,2020-10-21,29200.0,200.0,3384480,1541113,411825,1129288,588987,1861810,-1272823,143535,1254380,1110845,37.06270978111852,-4.387790098839802,32.82173332387841,-35.59468573389356,4.240976457240108,33.36666193920484,-37.60763839644495
16,16,2020-10-20,29000.0,0.0,3020408,716016,556084,159932,1042839,1602405,-559566,399634,1261553,861919,41.76763536581813,4.704925584699609,28.53650897494643,-4.285224348931983,13.231126390871697,5.295046232164661,-18.52617262303636
17,17,2020-10-19,29000.0,1050.0,3804406,1740911,535767,1205144,953457,1056400,-102943,-1102201,1110038,2212239,29.1776955456384,-12.58993982017973,58.14939309842325,29.612884123476825,-28.97169755278485,31.677586461592163,-2.7058889088073146
18,18,2020-10-16,27950.0,-100.0,1591701,415382,272722,142660,319708,933498,-613790,471130,856611,385481,53.81733127013176,24.63963572449336,24.2181791680724,-33.931213930350864,29.59915210205937,8.962738604800776,-38.56189070686015
19,19,2020-10-15,28050.0,100.0,1332326,362294,242831,119463,288390,614992,-326602,207139,681642,474503,51.161802741971556,-2.655528528160197,35.61463185436597,11.396452686293578,15.547170887605587,8.96649919013815,-24.513670077743736
20,20,2020-10-14,27950.0,-400.0,2222501,291062,435034,-143972,462252,1382820,-920568,1064540,1469187,404647,66.10512211243099,14.943319370459427,18.206830953056933,-17.407800901309038,47.898291159374054,-6.477927344014693,-41.420363815359366
21,21,2020-10-13,28350.0,-100.0,1886424,298257,528818,-230561,206761,999762,-793001,1023562,1381406,357844,73.22881812360319,7.1236960111721865,18.969436351530724,0.7626053984737915,54.25938177207245,-12.222119735541957,-42.03726203653049
22,22,2020-10-12,28450.0,100.0,2396584,493837,335672,158165,729224,1600165,-870941,712776,1173523,460747,48.96648730025737,-24.26233082334581,19.225155471287465,0.255719119756737,29.7413318289699,6.599601766514339,-36.34093359548424
