날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수
2020-07-15,111000,2000,426006,159330,155079,4251,89713,63490,26223,-30474
2020-07-14,109000,1000,293687,85705,140078,-54373,92622,57980,34642,19731
2020-07-13,108000,3500,368363,93724,124510,-30786,105126,78040,27086,3700
2020-07-10,104500,-2500,370802,84183,167344,-83161,62437,35208,27229,55932
2020-07-09,107000,-1500,529951,176982,272784,-95802,109701,80057,29644,66158
2020-07-08,108500,-2000,447414,118896,209111,-90215,80771,55173,25598,64617
2020-07-07,110500,-2500,469616,116398,220155,-103757,52953,72017,-19064,122821
2020-07-06,113000,1000,394955,122650,128555,-5905,75473,48226,27247,-21342
2020-07-03,112000,-3000,711497,156177,285605,-129428,67534,62382,5152,124276
2020-07-02,115000,2000,306224,124243,118580,5663,93056,43698,49358,-55021
2020-07-01,113000,-3000,443568,156604,175780,-19176,62262,50541,11721,7455
2020-06-30,116000,-500,439721,180863,154460,26403,56156,87270,-31114,4711
2020-06-29,116500,0,687611,248248,273542,-25294,190409,128639,61770,-36476
2020-06-26,116500,500,575645,234982,245382,-10400,119279,170139,-50860,61260
2020-06-25,116000,-2000,639728,220755,273812,-53057,156633,106757,49876,3181
2020-06-24,118000,1500,736235,304282,241402,62880,62106,117804,-55698,-7182
2020-06-23,116500,0,747155,256970,251863,5107,116213,95031,21182,-26289
2020-06-22,116500,-3500,675852,188208,230329,-42121,92140,97275,-5135,47256
2020-06-19,120000,-1500,772021,187762,247091,-59329,261847,152754,109093,-49764
2020-06-18,121500,-500,657356,174930,179709,-4779,170007,92788,77219,-72440
2020-06-17,122000,-2000,1369698,314811,314753,58,228338,265745,-37407,37349
2020-06-16,124000,12000,2696960,687267,496316,190951,324783,320938,3845,-194796
2020-06-15,112000,3500,3554902,928417,678014,250403,332649,379483,-46834,-203569
2020-06-12,108500,-1000,708907,198296,206571,-8275,163297,111775,51522,-43247
2020-06-11,109500,-1500,877197,272103,481349,-209246,194446,59546,134900,74346
2020-06-10,111000,-1500,572891,169882,253341,-83459,66954,43510,23444,60015
2020-06-09,112500,-1000,833872,165300,275193,-109893,110703,56434,54269,55624
2020-06-08,113500,1500,622460,142882,179081,-36199,49422,57705,-8283,44482
2020-06-05,112000,5000,901377,480204,283264,196940,61470,46954,14516,-211456
2020-06-04,107000,0,1047644,482196,349452,132744,153923,116139,37784,-170528
2020-06-03,107000,4000,1128887,448712,255199,193513,140561,66243,74318,-267831
2020-06-02,103000,1000,329090,106500,125668,-19168,24730,13690,11040,8128
2020-06-01,102000,2900,562918,188904,152943,35961,82181,35874,46307,-82268
2020-05-29,99100,-100,537453,141936,174037,-32101,186080,234291,-48211,80312
2020-05-28,99200,-1800,565818,154540,216984,-62444,43494,148909,-105415,167859
2020-05-27,101000,-1500,446462,156281,186907,-30626,50236,111791,-61555,92181
2020-05-26,102500,3000,433229,212149,120990,91159,45578,23079,22499,-113658
2020-05-25,99500,700,259770,107612,118747,-11135,12669,21247,-8578,19713
2020-05-22,98800,-1700,440759,118024,187181,-69157,37700,55529,-17829,86986
2020-05-21,100500,-1000,332713,95361,158427,-63066,54059,53911,148,62918
2020-05-20,101500,-500,252704,90159,125221,-35062,59410,38979,20431,14631
2020-05-19,102000,3800,593063,241034,162629,78405,117468,74695,42773,-121178
2020-05-18,98200,-700,312224,123242,139339,-16097,15214,55579,-40365,56462
2020-05-15,98900,400,390663,164656,156474,8182,72692,125514,-52822,44640
2020-05-14,98500,-1500,517115,164957,182784,-17827,104794,169044,-64250,82077
2020-05-13,100000,0,418968,130881,114919,15962,64713,165309,-100596,84634
2020-05-12,100000,-2500,645194,152290,234542,-82252,139033,232950,-93917,176169
2020-05-11,102500,-3000,461994,135122,170910,-35788,50211,144229,-94018,129806
2020-05-08,105500,2000,510007,268115,161482,106633,41540,41294,246,-106879
2020-05-07,103500,-3000,513122,181778,183621,-1843,48541,149035,-100494,102337
2020-05-06,106500,6600,792744,312375,240354,72021,69088,114245,-45157,-26864
2020-05-04,99900,-6100,625651,180363,213277,-32914,58058,188926,-130868,163782
2020-04-29,106000,3500,589970,293037,138949,154088,87180,66758,20422,-174510
2020-04-28,102500,2800,465534,231920,146310,85610,57517,54947,2570,-88180
2020-04-27,99700,1000,351061,151939,66573,85366,27944,46815,-18871,-66495
2020-04-24,98700,0,695631,234749,236711,-1962,53098,144014,-90916,92878
2020-04-23,98700,1700,561986,233073,128793,104280,59080,74854,-15774,-88506
2020-04-22,97000,3100,474690,192522,162928,29594,100462,82623,17839,-47433
2020-04-21,93900,-1300,571828,225649,176056,49593,105621,100780,4841,-54434
2020-04-20,95200,-700,389522,127242,163255,-36013,55602,48550,7052,28961
2020-04-17,95900,1900,565973,137550,141407,-3857,64215,108654,-44439,48296
2020-04-16,94000,0,538849,166793,145161,21632,152441,235377,-82936,61304
2020-04-14,94000,1800,386674,182807,79078,103729,62122,76793,-14671,-89058
2020-04-13,92200,-2000,556976,206386,150943,55443,63304,122820,-59516,4073
2020-04-10,94200,5300,1392526,411054,311339,99715,108327,138987,-30660,-69055
2020-04-09,88900,1200,539747,275451,165453,109998,66756,176741,-109985,-13
2020-04-08,87700,-1300,437768,144452,209379,-64927,90110,72404,17706,47221
2020-04-07,89000,1400,517486,142604,161244,-18640,84947,92568,-7621,26261
2020-04-06,87600,2800,352050,160016,57486,102530,58659,86401,-27742,-74788
2020-04-03,84800,-800,428005,104937,149217,-44280,119445,111864,7581,36699
2020-04-02,85600,700,433092,152733,118194,34539,107386,110203,-2817,-31722
2020-04-01,84900,-4700,483939,85558,188490,-102932,104146,165280,-61134,164066
2020-03-31,89600,1300,454321,145334,148385,-3051,123729,96428,27301,-24250
2020-03-30,88300,-1500,444420,146792,151422,-4630,56221,57499,-1278,5908
2020-03-27,89800,2500,590727,176264,151146,25118,230758,132579,98179,-123297
2020-03-26,87300,-2700,617602,137503,225272,-87769,198920,160596,38324,49445
2020-03-25,90000,6300,765916,164245,241673,-77428,243201,128652,114549,-37121
2020-03-24,83700,9200,684986,235603,190143,45460,169084,121819,47265,-92725
2020-03-23,74500,-6000,501217,134581,190150,-55569,94714,116480,-21766,77335
2020-03-20,80500,4100,690277,226539,187785,38754,135034,191890,-56856,18102
2020-03-19,76400,-6700,896134,284899,222043,62856,313547,215776,97771,-160627
2020-03-18,83100,-5100,517037,105513,185874,-80361,187987,174440,13547,66814
2020-03-17,88200,-1500,577410,201915,170379,31536,182511,163089,19422,-50958
2020-03-16,89700,-4000,472425,126862,182851,-55989,124158,116300,7858,48131
2020-03-13,93700,-3600,1242161,355351,260926,94425,500464,300496,199968,-294393
