날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수
2020-07-16,315000,-1000,734412,113805,140279,-26474,100976,83083,17893,8581
2020-07-15,316000,-8000,972746,148903,154031,-5128,75189,143215,-68026,73154
2020-07-14,324000,-5000,842821,107958,194540,-86582,78448,124061,-45613,132195
2020-07-13,329000,4500,775224,109913,71980,37933,101878,93214,8664,-46597
2020-07-10,324500,500,1042448,94704,153949,-59245,63542,90282,-26740,85985
2020-07-09,324000,12500,1637528,264063,207872,56191,178195,153323,24872,-81063
2020-07-08,311500,3000,709785,114528,118433,-3905,74786,100800,-26014,29919
2020-07-07,308500,3000,1003857,172667,118497,54170,187629,147647,39982,-94152
2020-07-06,305500,-4000,759792,116176,76345,39831,53859,247370,-193511,153680
2020-07-03,309500,1000,760954,116515,132731,-16216,39667,110685,-71018,87234
2020-07-02,308500,11000,1134489,185867,121408,64459,221618,101858,119760,-184219
2020-07-01,297500,-8500,1012051,112380,102752,9628,137665,97612,40053,-49681
2020-06-30,306000,-5000,1517136,160026,173179,-13153,160492,132126,28366,-15213
2020-06-29,311000,-1500,1323237,112118,230583,-118465,115375,139716,-24341,142806
2020-06-26,312500,-3500,927851,80644,164526,-83882,89919,86007,3912,79970
2020-06-25,316000,-3000,918369,125491,259910,-134419,65104,60189,4915,129504
2020-06-24,319000,500,1956218,175134,215945,-40811,192927,344612,-151685,192496
2020-06-23,318500,21500,4485322,320356,406586,-86230,574637,207106,367531,-281301
2020-06-22,297000,5500,1166332,195702,122446,73256,84947,118684,-33737,-39519
2020-06-19,291500,4000,1087788,108700,188343,-79643,256557,102904,153653,-74010
2020-06-18,287500,-2000,784181,102513,115711,-13198,120713,98039,22674,-9476
2020-06-17,289500,-4000,1647069,135328,175852,-40524,203325,268373,-65048,105572
2020-06-16,293500,19500,2041007,222198,181676,40522,325433,189553,135880,-176402
2020-06-15,274000,-23500,3141867,229166,290408,-61242,240376,264667,-24291,85533
2020-06-12,297500,9500,3865779,234113,383619,-149506,315622,340159,-24537,174043
2020-06-11,288000,19500,3934710,411460,550830,-139370,604792,296548,308244,-168874
2020-06-10,268500,5000,1067682,194791,115982,78809,87774,115554,-27780,-51029
2020-06-09,263500,7500,1345656,174758,161263,13495,247757,104810,142947,-156442
2020-06-08,256000,-500,1267019,143415,201872,-58457,137315,135992,1323,57134
2020-06-05,256500,9500,2899453,242319,226377,15942,401199,235172,166027,-181969
2020-06-04,247000,19500,3037387,356507,207166,149341,416139,174568,241571,-390912
2020-06-03,227500,3000,1813508,301899,173759,128140,122958,186419,-63461,-64679
2020-06-02,224500,-3000,1115810,107023,144244,-37221,87340,273290,-185950,223171
2020-06-01,227500,14000,3410255,206007,206367,-360,737914,196049,541865,-541505
2020-05-29,213500,2500,660343,113305,98016,15289,252892,223653,29239,-44528
2020-05-28,211000,-2000,716459,117472,156583,-39111,43635,101039,-57404,96515
2020-05-27,213000,-1500,591712,62881,179517,-116636,140265,75005,65260,51376
2020-05-26,214500,-500,482616,84247,64294,19953,37627,58352,-20725,772
2020-05-25,215000,-1000,371033,59314,68098,-8784,48814,43168,5646,3138
2020-05-22,216000,-2500,637408,92991,129435,-36444,106530,127753,-21223,57667
2020-05-21,218500,0,530139,48780,107268,-58488,156075,78929,77146,-18658
2020-05-20,218500,5500,661979,138014,59680,78334,153368,46921,106447,-184781
2020-05-19,213000,0,709054,126710,207487,-80777,116892,72774,44118,36659
2020-05-18,213000,-4500,988984,97662,132795,-35133,165327,143235,22092,13041
2020-05-15,217500,500,827539,150761,78189,72572,73370,175483,-102113,29541
2020-05-14,217000,2000,959332,209798,153489,56309,146258,91258,55000,-111309
2020-05-13,215000,4000,763378,190262,87634,102628,154849,84154,70695,-173323
2020-05-12,211000,500,982920,147915,158423,-10508,153778,144267,9511,997
2020-05-11,210500,0,695048,101400,145600,-44200,62877,108106,-45229,89429
2020-05-08,210500,6500,895729,194791,102940,91851,188662,106725,81937,-173788
2020-05-07,204000,-3000,402708,81695,64798,16897,60688,125078,-64390,47493
2020-05-06,207000,3500,603987,113818,67313,46505,161343,144669,16674,-63179
2020-05-04,203500,-7000,860366,106363,178841,-72478,143603,282395,-138792,211270
2020-04-29,210500,1500,654481,102519,100732,1787,191067,133218,57849,-59636
2020-04-28,209000,-3500,726697,86878,98279,-11401,137790,194792,-57002,68403
2020-04-27,212500,1000,486289,104113,65780,38333,46244,61860,-15616,-22717
2020-04-24,211500,-2500,1076656,126825,125183,1642,124434,147482,-23048,21406
2020-04-23,214000,0,634952,111037,115344,-4307,97229,106942,-9713,14020
2020-04-22,214000,2000,1123888,224479,173727,50752,139472,107552,31920,-82672
2020-04-21,212000,0,1791508,240209,175766,64443,311156,234945,76211,-140654
2020-04-20,212000,1000,913363,84949,149122,-64173,248587,163447,85140,-20967
2020-04-17,211000,-4000,1786490,144185,270511,-126326,227334,220103,7231,119095
2020-04-16,215000,-1000,775217,128405,101242,27163,176234,192035,-15801,-11362
2020-04-14,216000,500,1273985,91807,87117,4690,146225,170251,-24026,19336
2020-04-13,215500,6000,3635512,220021,225425,-5404,217885,159012,58873,-53469
2020-04-10,209500,-1000,1741966,132765,214287,-81522,118859,203157,-84298,165820
2020-04-09,210500,3500,1348849,220486,187736,32750,125164,184285,-59121,26371
2020-04-08,207000,-3000,1090103,133653,186441,-52788,206044,165134,40910,11878
2020-04-07,210000,1000,2206806,169540,208297,-38757,309347,214263,95084,-56327
2020-04-06,209000,13000,2778989,276736,111482,165254,493038,291773,201265,-366519
2020-04-03,196000,1000,4151869,234652,251159,-16507,427633,364721,62912,-46405
2020-04-02,195000,-3000,8664631,715670,280045,435625,3489162,4919376,-1430214,994589
2020-04-01,198000,-31000,5208192,339333,424602,-85269,658811,560327,98484,-13215
2020-03-31,229000,44000,11131989,370541,415625,-45084,935763,639842,295921,-250837
