,날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수,Unnamed: 11,Unnamed: 12,개인 매수,개인 매도,개인매수비율(%),개인매수비율증가(%p),개인매도비율(%),개인매도비율증가(%p)
142,2020-04-14,"49,000",700,14206216,7250899,4609532,2641367,3852119,3371982,480137,-3121504,,,3103198,6224702,21.843944932274717,3.5748792116848698,43.8167489498963,28.74746344118015
143,2020-04-13,"48,300",-950,14431800,6155374,9083047,-2927673,1331430,1666626,-335196,3262869,,,6944996,3682127,48.122867556368575,26.27892262409386,25.513983009742375,-18.302765940153925
144,2020-04-10,"49,250",150,17839111,6760668,9191763,-2431095,4709425,4187861,521564,1909531,,,6369018,4459487,35.702552666441726,-12.42031488992685,24.998370154207798,-0.5156128555345774
145,2020-04-09,"49,100",500,22628058,11523038,12859513,-1336475,4710106,4610895,99211,1237264,,,6394914,5157650,28.260993497541858,-7.441559168899868,22.793162365060226,-2.205207789147572
146,2020-04-08,"48,600","-1,000",25010314,9936297,12847816,-2911519,6380493,4438803,1941690,969829,,,8693524,7723695,34.75975551526462,6.498762017722765,30.882039305863973,8.088876940803747
147,2020-04-07,"49,600",900,31524034,13818156,12711964,1106192,6507427,5452715,1054712,-2160904,,,11198451,13359355,35.52353420250721,0.7637786872425849,42.378316810596004,11.496277504732031
148,2020-04-06,"48,700","1,700",23395726,12123249,6142424,5980825,4526138,4766036,-239898,-5740927,,,6746339,12487266,28.835775389060377,-6.68775881344683,53.37413337803666,10.995816567440656
149,2020-04-03,"47,000",200,22784682,9724428,10312344,-587916,6744753,6725491,19262,568654,,,6315501,5746847,27.718188035277386,-1.1175873537829908,25.222414778490215,-28.151718599546445
150,2020-04-02,"46,800","1,000",21621076,9842011,8496077,1345934,3932956,5440758,-1507802,161868,,,7846109,7684241,36.289169882201975,8.570981846924589,35.54051148980745,10.318096711317235
151,2020-04-01,"45,800","-1,950",27259532,8949390,13604432,-4655042,4842970,7286451,-2443481,7098523,,,13467172,6368649,49.4035334135597,13.114363531357725,23.363016650469273,-12.177494839338177
152,2020-03-31,"47,750",-100,30654261,10811188,13812615,-3001427,9001485,9204136,-202651,3204078,,,10841588,7637510,35.36731157864155,-14.036221834918152,24.91500284413968,1.5519861936704054
153,2020-03-30,"47,850",-450,26797395,12525328,12544154,-18826,4598853,5633049,-1034196,1053022,,,9673214,8620192,36.09759082925784,0.7302792506162916,32.168022302167806,7.2530194580281275
154,2020-03-27,"48,300",500,39896178,17145659,16179095,966564,6132373,9245415,-3113042,2146478,,,16618146,14471668,41.65347868660502,5.55588785734718,36.27331921368508,4.1052969115172715
155,2020-03-26,"47,800",-850,42185129,15191243,18899191,-3707948,9361738,8809095,552643,3155305,,,17632148,14476843,41.797070242454396,0.1435915558493761,34.317408392895985,-1.955910820789093
156,2020-03-25,"48,650","1,700",52735922,17523950,19219398,-1695448,7534954,10255254,-2720300,4415748,,,27677018,23261270,52.482287121101244,10.685216878646848,44.1089661805856,9.791557787689612
157,2020-03-24,"46,950","4,450",49801908,19575238,16320914,3254324,10078776,7167814,2910962,-6165286,,,20147894,26313180,40.4560684703084,-12.026218650792842,52.83568653634716,8.726720355761564
158,2020-03-23,"42,500","-2,900",41701626,14029123,17278114,-3248991,5770669,13878748,-8108079,11357070,,,21901834,10544764,52.52033577779437,12.06426730748597,25.286217856349296,-27.549468679997865
159,2020-03-20,"45,400","2,450",49730008,20147823,18478699,1669124,8548993,13678188,-5129195,3460071,,,21033192,17573121,42.2947689853579,-10.225566792436474,35.337056450905855,10.05083859455656
160,2020-03-19,"42,950","-2,650",56925513,21441169,19828729,1612440,7933533,13717525,-5783992,4171552,,,27550811,23379259,48.398002140094896,6.103233154736998,41.069913590414195,5.73285713950834
161,2020-03-18,"45,600","-1,700",40152623,10842188,16506126,-5663938,8218781,9363239,-1144458,6808396,,,21091654,14283258,52.528707775828245,4.130705635733349,35.57241577966152,-5.497497810752677
162,2020-03-17,"47,300","-1,600",51218151,15784920,13296336,2488584,9432725,20876024,-11443299,8954715,,,26000506,17045791,50.764241762651686,-1.764466013176559,33.28076212669215,-2.291653652969366
163,2020-03-16,"48,900","-1,050",33339821,9340167,12617890,-3277723,4288960,8659561,-4370601,7648324,,,19710694,12062370,59.12057536241721,8.356333599765527,36.18006827331197,2.8993061466198142
164,2020-03-13,"49,950",-850,59462933,18257711,14220758,4036953,9511187,21372340,-11861153,7824200,,,31694035,23869835,53.30049057620484,-5.820084786212377,40.14237743704973,3.962309163737764
165,2020-03-12,"50,800","-1,300",48149999,21240119,17749174,3490945,6858505,15967709,-9109204,5618259,,,20051375,14433116,41.64356265095665,-11.656927925248183,29.97531941797133,-10.1670580190784
166,2020-03-11,"52,100","-2,500",45707281,10272886,13115780,-2842894,15162035,25457808,-10295773,13138667,,,20272360,7133693,44.352583563218296,2.709020912261643,15.60734492169858,-14.367974496272751
167,2020-03-10,"54,600",400,32106554,15124953,11233323,3891630,5972992,12438256,-6465264,2573634,,,11008609,8434975,34.287731408359804,-10.064852154858492,26.271816651516072,10.664471729817492
168,2020-03-09,"54,200","-2,300",30261485,10484995,10633303,-148308,3391360,13311173,-9919813,10068121,,,16385130,6317009,54.145161746027995,19.85743033766819,20.874748876335712,-5.397067775180361
169,2020-03-06,"56,500","-1,300",18716656,8528734,9521959,-993225,3190520,5944424,-2753904,3747129,,,6997402,3250273,37.385962535187915,-16.75919921084008,17.365671517390712,-3.5090773589449995
170,2020-03-05,"57,800",400,21698990,9518866,10370659,-851793,4203739,6408213,-2204474,3056267,,,7976385,4920118,36.759245476402356,-0.6267170587855588,22.67441019144209,5.3087386740513764
171,2020-03-04,"57,400","2,000",24765728,9855970,10903410,-1047440,8077274,5003529,3073745,-2026305,,,6832484,8858789,27.58846418728333,-9.170781289119027,35.77035571092439,13.095945519482303
172,2020-03-03,"55,400",400,30330295,11633603,13331971,-1698368,7244305,9722384,-2478079,4176447,,,11452387,7275940,37.7589040924264,10.17043990514307,23.989018240673225,-11.781337470251167
173,2020-03-02,"55,000",800,30403412,12206451,9990735,2215716,6634403,13655390,-7020987,4805271,,,11562558,6757287,38.030461844216696,0.2715577517902972,22.225423251837658,-1.7635949888355675
174,2020-02-28,"54,200","-1,700",30054227,12611677,9786648,2825029,8140327,13314782,-5174455,2349426,,,9302223,6952797,30.95146316689496,-7.078998677321735,23.134173439230363,0.9087501873927053
175,2020-02-27,"55,900",-600,23209541,10368801,10478966,-110165,5259588,8211594,-2952006,3062171,,,7581152,4518981,32.6639462624444,1.7124830955494375,19.470359194091774,-3.663814245138589
176,2020-02-26,"56,500","-1,400",25483102,11489239,10983443,505796,4194810,11228355,-7033545,6527749,,,9799053,3271304,38.45314043792627,5.7891941754818745,12.837149888581067,-6.633209305510707
177,2020-02-25,"57,900","1,100",23885408,11074596,9684954,1389642,4805764,9663023,-4857259,3467617,,,8005048,4537431,33.5143866916571,-4.938753746269171,18.99666524431988,6.159515355738812
178,2020-02-24,"56,800","-2,400",25627537,10778617,8165657,2612960,3407907,11867125,-8459218,5846258,,,11441013,5594755,44.643435691849746,11.129049000192644,21.83102886555193,2.8343636212320504
179,2020-02-21,"59,200",-800,13777393,4715645,7104588,-2388943,4805802,4012758,793044,1595899,,,4255946,2660047,30.890793345301248,-13.752642346548498,19.30733194589136,-2.523696919660569
180,2020-02-20,"60,000",-200,14591924,6929465,7319130,-389665,4075502,4272780,-197278,586943,,,3586957,3000014,24.581796067468552,-6.308997277832695,20.559413549577148,1.252081603685788
181,2020-02-19,"60,200",400,12951496,5850073,5152797,697276,3684793,5586125,-1901332,1204056,,,3416630,2212574,26.38019577043455,1.7983997029659982,17.083540001865423,-3.475873547711725
182,2020-02-18,"59,800","-1,700",16674266,4255398,6713785,-2458387,3829417,7650843,-3821426,6279813,,,8589451,2309638,51.51321803310562,25.133022262671073,13.851512264467894,-3.2320277373975284
183,2020-02-17,"61,500",-300,8740596,4598057,4127009,471048,1610543,2791313,-1180770,709722,,,2531996,1822274,28.96823054171592,-22.544987491389705,20.84839523529059,6.9968829708226945
184,2020-02-14,"61,800","1,100",13276067,6639086,5939404,699682,4148327,2174510,1973817,-2673499,,,2488654,5162153,18.74541609348612,-10.222814448229798,38.883149655692456,18.034754420401867
185,2020-02-13,"60,700",200,18449775,8992459,10908956,-1916497,6249910,2030492,4219418,-2302921,,,3207406,5510327,17.38452636956277,-1.36088972392335,29.866635229968928,-9.016514425723528
186,2020-02-12,"60,500",600,12904207,6604865,5088037,1516828,4157087,5151944,-994857,-521971,,,2142255,2664226,16.601213852195645,-0.7833125173671256,20.646181512742316,-9.220453717226611
187,2020-02-11,"59,900",200,11071231,5918977,4029730,1889247,2407596,4071426,-1663830,-225417,,,2744658,2970075,24.790901752479016,8.18968790028337,26.82696260244231,6.180781089699995
188,2020-02-10,"59,700",-700,13107121,5911134,6174188,-263054,3408881,5091760,-1682879,1945933,,,3787106,1841173,28.89349995319338,4.102598200714365,14.04711988239065,-12.779842720051661
189,2020-02-07,"60,400",-700,16402493,5808729,8245340,-2436611,5792845,5245559,547286,1889325,,,4800919,2911594,29.269447028570596,0.3759470753772156,17.750923594358493,3.7038037119678435
190,2020-02-06,"61,100","1,600",14727159,7109877,4626222,2483655,4983749,4214701,769048,-3252703,,,2633533,5886236,17.88215228748464,-11.387294741085956,39.96857778204201,22.217654187683518
191,2020-02-05,"59,500",600,19278165,7232661,11691935,-4459274,7895824,3834364,4061460,397814,,,4149680,3751866,21.525285212570804,3.6431329250861637,19.46173818929343,-20.50683959274858
192,2020-02-04,"58,900","1,700",21800192,7284469,11081983,-3797514,8830414,5209866,3620548,176966,,,5685309,5508343,26.079169394471386,4.553884181900582,25.267405901746187,5.805667712452756
193,2020-02-03,"57,200",800,23995260,10171327,9094374,1076953,7284685,8894168,-1609483,532530,,,6539248,6006718,27.25224898584137,1.1730795913699836,25.032935671461782,-0.23447023028440483
194,2020-01-31,"56,400",-800,19749457,8379882,6731201,1648681,5503936,9280651,-3776715,2128034,,,5865639,3737605,29.7002545437072,2.44800555786583,18.925102599023354,-6.107833072438428
195,2020-01-30,"57,200","-1,900",20821939,7553738,9816238,-2262500,3406694,7053492,-3646798,5909298,,,9861507,3952209,47.361136731790445,17.660882188083246,18.980984431853347,0.05588183282999282
196,2020-01-29,"59,100",300,16446102,6803858,9341679,-2537821,4396676,3922955,473721,2064100,,,5245568,3181468,31.89550934318661,-15.465627388603835,19.3448149598002,0.36383052794685256
197,2020-01-28,"58,800","-2,000",23664541,8873498,7815901,1057597,5919965,11220719,-5300754,4243157,,,8871078,4627921,37.48679511679521,5.591285773608597,19.55635226561124,0.21153730581103858
198,2020-01-23,"60,800","-1,500",14916555,5581260,7487596,-1906336,3237422,5461159,-2223737,4130073,,,6097873,1967800,40.8799015590396,3.3931064422443953,13.19205406342148,-6.364298202189758
199,2020-01-22,"62,300",900,15339565,6882158,5233150,1649008,5156339,5041793,114546,-1763554,,,3301068,5064622,21.519958356055078,-19.359943202984525,33.01672505054739,19.824670987125913
200,2020-01-21,"61,400","-1,000",11142693,4238313,5493358,-1255045,2458514,3348998,-890484,2145529,,,4445866,2300337,39.89938518453304,18.37942682847796,20.644354107216273,-12.37237094333112
201,2020-01-20,"62,400","1,100",12528855,5296326,5074244,222082,3476695,3689452,-212757,-9325,,,3755834,3765159,29.977472003626826,-9.921913180906213,30.051900193593113,9.40754608637684
202,2020-01-17,"61,300",600,16025661,6303523,7571072,-1267549,6248069,5253232,994837,272712,,,3474069,3201357,21.678163540336964,-8.299308463289861,19.976442781361715,-10.075457412231398
203,2020-01-16,"60,700","1,700",14381774,5117080,5793111,-676031,6459303,5319891,1139412,-463381,,,2805391,3268772,19.50657130337328,-2.171592236963683,22.728572984111693,2.752130202749978
204,2020-01-15,"59,000","-1,000",14300928,5619653,5375506,244147,4353963,7328019,-2974056,2729909,,,4327312,1597403,30.25895941857759,10.752388115204308,11.169925476164904,-11.55864750794679
205,2020-01-14,"60,000",0,16906295,5833294,7499380,-1666086,6016848,5672260,344588,1321498,,,5056153,3734655,29.906925201529962,-0.3520342170476276,22.090321977701205,10.9203965015363
206,2020-01-13,"60,000",500,11359139,3772640,5285463,-1512823,4370414,2945747,1424667,88156,,,3216085,3127929,28.31275328174081,-1.5941719197891508,27.5366733341321,5.446351356430895
207,2020-01-10,"59,500",900,16000170,4809954,7764148,-2954194,6395150,4767170,1627980,1326214,,,4795066,3468852,29.968844081031637,1.6560907992908263,21.680094648994356,-5.856578685137745
208,2020-01-09,"58,600","1,800",24102579,9264381,11567351,-2302970,11483869,7807976,3675893,-1372923,,,3354329,4727252,13.916888313072223,-16.051955767959413,19.613054685973648,-2.067039963020708
209,2020-01-08,"56,800","1,000",23501171,9268860,9195447,73413,10641781,6382596,4259185,-4332598,,,3590530,7923128,15.278089759867711,1.361201446795489,33.713758348466975,14.100703662493327
210,2020-01-07,"55,800",300,10009778,4359392,4307496,51896,3895791,3930090,-34299,-17597,,,1754595,1772192,17.52881032926005,2.250720569392339,17.70460843387336,-16.009149914593614
211,2020-01-06,"55,500",0,10278951,4431535,5631189,-1199654,3545061,2767925,777136,422518,,,2302355,1879837,22.39873504601783,4.8699247167577795,18.288218321110783,0.5836098872374222
212,2020-01-03,"55,500",300,15422255,6860314,9088643,-2228329,5033166,3913035,1120131,1108198,,,3528775,2420577,22.88105727729181,0.48232223127397944,15.695350647489617,-2.592867673621166
213,2020-01-02,"55,200",-600,12993228,4587665,6942431,-2354766,4376476,4904874,-528398,2883164,,,4029087,1145923,31.009130294642716,8.128073017350907,8.819386529659912,-6.875964117829705
214,2019-12-30,"55,800",-700,8356767,4155717,2291956,1863761,1925544,5077485,-3151941,1288180,,,2275506,987326,27.229501552454437,-3.7796287421882795,11.814688623004566,2.9953020933446535
215,2019-12-27,"56,500","1,100",12313056,6438579,5842109,596470,2051972,3248374,-1196402,599932,,,3822505,3222573,31.04432400859705,3.8148224561426147,26.171999867457764,14.357311244453198
216,2019-12-26,"55,400",400,9645034,5251572,2295997,2955575,897946,1946540,-1048594,-1906981,,,3495516,5402497,36.24161407829148,5.197290069694425,56.01324992737196,29.841250059914195
217,2019-12-24,"55,000",-500,11868463,4924390,3533795,1390595,4681819,5694456,-1012637,-377958,,,2262254,2640212,19.061052808607144,-17.180561269684333,22.245610067622067,-33.76763985974989
218,2019-12-23,"55,500",-500,9839252,4737230,3691280,1045950,2923607,3153731,-230124,-815826,,,2178415,2994241,22.14004682469765,3.0789940160905047,30.431591751080266,8.185981683458198
219,2019-12-20,"56,000",0,12095519,2741824,2882694,-140870,7207463,6758452,449011,-308141,,,2146232,2454373,17.744025700757447,-4.396021123940201,20.291588976049727,-10.140002775030538
220,2019-12-19,"56,000",-300,14180520,4375684,5436231,-1060547,6661094,5211671,1449423,-388876,,,3143742,3532618,22.169440894974233,4.425415194216786,24.911766282195575,4.620177306145848
221,2019-12-18,"56,300",-400,15558208,4412916,6078754,-1665838,8187130,6303450,1883680,-217842,,,2958162,3176004,19.013513638588712,-3.155927256385521,20.41368774604376,-4.498078536151816
222,2019-12-17,"56,700","2,000",19358433,6276350,6589026,-312676,10471597,4344116,6127481,-5814805,,,2610486,8425291,13.485006766818369,-5.528506871770343,43.52258780449843,23.10890005845467
223,2019-12-16,"54,700",0,11512405,5441995,3093545,2348450,4821020,4888585,-67565,-2280885,,,1249390,3530275,10.852554266463002,-2.6324525003553667,30.664965313503128,-12.8576224909953
224,2019-12-13,"54,700","1,400",18120261,7569213,5106749,2462464,8511010,3300961,5210049,-7672513,,,2040038,9712551,11.258325694094582,0.4057714276315796,53.60050277421501,22.93553746071188
225,2019-12-12,"53,300","1,400",29178697,17546359,16164568,1381791,10636407,5090524,5545883,-6927674,,,995931,7923605,3.4132127284504854,-7.8451129656440965,27.15544494670204,-26.44505782751297
226,2019-12-11,"51,900",400,11379521,5360738,4583015,777723,4988373,4528476,459897,-1237620,,,1030410,2268030,9.05495055547593,5.641737827025445,19.930803765817558,-7.224641180884483
227,2019-12-10,"51,500",300,6882771,3042780,2218547,824233,3279623,3167771,111852,-936085,,,560368,1496453,8.141604595009772,-0.9133459604661578,21.74201350008594,1.811209734268381
228,2019-12-09,"51,200",800,8470627,3244473,3131330,113143,4476082,3722280,753802,-866945,,,750072,1617017,8.854976142852236,0.7133715478424634,19.089696665902064,-2.6523168341838748
229,2019-12-06,"50,400",900,11414563,4587232,3300842,1286390,5532969,6104057,-571088,-715302,,,1294362,2009664,11.339566832300106,2.48459068944787,17.606140506649268,-1.483556159252796
230,2019-12-05,"49,500",50,10449715,3608102,4022346,-414244,5005397,5403754,-398357,812601,,,1836216,1023615,17.5719242103732,6.232357378073095,9.795626005111144,-7.810514501538124
231,2019-12-04,"49,450",-450,13246549,4538778,4391588,147190,5568569,7306678,-1738109,1590919,,,3139202,1548283,23.698262845666445,6.126338635293244,11.688198941475248,1.892572936364104
232,2019-12-03,"49,900",-500,12059812,4996217,3289254,1706963,4463260,7885236,-3421976,1715013,,,2600335,885322,21.561986206750156,-2.1362766389162893,7.3410928793914865,-4.347106062083761
233,2019-12-02,"50,400",100,18877252,4568636,2162147,2406489,12846467,15671284,-2824817,418328,,,1462149,1043821,7.745560635626414,-13.816425571123741,5.529517749723318,-1.8115751296681681
234,2019-11-29,"50,300","-1,000",11179334,3758668,4052427,-293759,3298981,6102819,-2803838,3097597,,,4121685,1024088,36.86878842693134,29.123227791304924,9.160545699770665,3.631027950047347
235,2019-11-28,"51,300",-900,6833885,2840069,2306947,533122,2022499,3640716,-1618217,1085095,,,1971317,886222,28.84621265941701,-8.02257576751433,12.968055505762827,3.8075098059921615
236,2019-11-27,"52,200",400,7546261,3427885,2618110,809775,3021288,3593995,-572707,-237068,,,1097088,1334156,14.538166649682537,-14.308046009734472,17.67969594478643,4.711640439023604
237,2019-11-26,"51,800",0,27372226,9927143,2955697,6971446,15052404,22552793,-7500389,528943,,,2392679,1863736,8.741265690265745,-5.796900959416792,6.808858000807096,-10.870837943979335
238,2019-11-25,"51,800",200,9050625,4992058,2556269,2435789,2640225,5254706,-2614481,178692,,,1418342,1239650,15.671205027277122,6.929939337011376,13.696844140598024,6.887986139790929
239,2019-11-22,"51,600",600,8478310,4082793,2045472,2037321,3070140,4955639,-1885499,-151822,,,1325377,1477199,15.632561206183778,-0.03864382109334308,17.423271854886174,3.7264277142881497
240,2019-11-21,"51,000","-1,000",14298646,6018109,3849163,2168946,4623245,8129754,-3506509,1337563,,,3657292,2319729,25.577890382068347,9.945329175884568,16.223417238247592,-1.1998546166385822
241,2019-11-20,"52,000","-1,500",12560070,4336129,4114335,221794,4237192,7240785,-3003593,2781799,,,3986749,1204950,31.741455262590097,6.163564880521751,9.593497488469412,-6.62991974977818
242,2019-11-19,"53,500",0,8907177,3435539,3909216,-473677,4125346,4045269,80077,393600,,,1346292,952692,15.114687852279124,-16.626767410310975,10.695779369827276,1.1022818813578645
243,2019-11-18,"53,500",-200,7746554,3360950,2662433,698517,3046887,4222232,-1175345,476828,,,1338717,861889,17.281451855883272,2.1667640036041487,11.126095551647868,0.43031618182059184
244,2019-11-15,"53,700",900,9703360,6036818,1722740,4314078,2947646,3089602,-141956,-4172122,,,718896,4891018,7.408732645186822,-9.87271921069645,50.40540596247073,39.27931041082286
245,2019-11-14,"52,800",300,12010018,8262702,6747016,1515686,2927089,4288924,-1361835,-153851,,,820227,974078,6.829523486142985,-0.5792091590438364,8.110545712754135,-42.29486024971659
246,2019-11-13,"52,500",-100,6225196,2331779,3470119,-1138340,3008205,2237778,770427,367913,,,885212,517299,14.219825367747458,7.390301881604472,8.309762455672079,0.1992167429179439
247,2019-11-12,"52,600","1,000",6576148,2865792,2558517,307275,3060693,2975661,85032,-392307,,,649663,1041970,9.879081188562058,-4.3407441791854,15.844685977262069,7.53492352158999
248,2019-11-11,"51,600",-500,8185952,3582483,3730550,-148067,3147085,3608134,-461049,609116,,,1456384,847268,17.79125995363765,7.912178765075591,10.350268362189272,-5.494417615072797
249,합계,,,5022103476,2099438215,2143352554,-43914339,1314942280,1404161516,-89219236,133133575,,,1607722981,1474589406,32.01294016905676,14.221680215419113,29.36198772181571,19.011719359626436
