New_Date(dt),posneg,neg,pos,compound,vader_pred
2020-01-02 00:00:00,-17,50.12100000000004,13.659,-77.3422999999999,-126
2020-01-03 00:00:00,-14,20.118000000000006,8.609,-27.494700000000016,-49
2020-01-04 00:00:00,0,0.488,0.259,-1.0006,-1
2020-01-06 00:00:00,1,1.2970000000000002,0.9119999999999999,-0.8696,0
2020-01-07 00:00:00,1,1.7429999999999999,0.273,-2.3888999999999996,-3
2020-01-09 00:00:00,0,0.602,0.129,-1.1136,-2
2020-01-13 00:00:00,0,0.358,1.9540000000000002,2.4142,3
2020-01-15 00:00:00,0,0.484,0.369,-0.5,-2
2020-01-16 00:00:00,-5,4.229,1.956,-5.1543,-9
2020-01-17 00:00:00,-2,0.762,0.392,-0.8929,-3
2020-01-18 00:00:00,1,1.804,1.909,0.09000000000000002,-1
2020-01-20 00:00:00,0,0.0,0.0,0.0,0
2020-01-21 00:00:00,1,0.0,0.0,0.0,0
2020-01-22 00:00:00,0,1.282,1.993,1.2104,3
2020-01-23 00:00:00,-10,5.080000000000001,4.0760000000000005,-4.0384,-6
2020-01-24 00:00:00,0,0.0,0.918,1.2498,2
2020-01-25 00:00:00,0,0.472,0.742,0.68,2
2020-01-26 00:00:00,-1,0.29600000000000004,0.0,-0.6369,-1
2020-01-27 00:00:00,1,0.636,0.388,-0.5390999999999999,-1
2020-01-28 00:00:00,0,1.4080000000000001,0.398,-2.5315000000000003,-4
2020-01-29 00:00:00,-3,1.58,0.0,-2.8258,-4
2020-01-30 00:00:00,0,0.947,0.0,-1.9107,-3
2020-02-03 00:00:00,-3,2.2030000000000003,0.245,-4.925299999999999,-8
2020-02-04 00:00:00,12,6.816000000000001,4.579,-5.132,-7
2020-02-05 00:00:00,-2,4.643,5.503000000000001,-1.1486999999999985,3
2020-02-06 00:00:00,2,3.886,5.457999999999998,1.2003,3
2020-02-07 00:00:00,-14,6.691,1.0010000000000001,-11.712700000000002,-17
2020-02-08 00:00:00,0,0.518,0.0,-1.2738,-2
2020-02-09 00:00:00,0,0.276,0.0,-0.6369,-1
2020-02-10 00:00:00,-2,1.672,0.0,-2.9720000000000004,-4
2020-02-11 00:00:00,-2,4.323,3.058,-3.5025000000000004,-9
2020-02-12 00:00:00,0,0.746,0.14,-1.2903,-2
2020-02-13 00:00:00,-1,0.189,0.45,0.5859,1
2020-03-04 00:00:00,1,0.65,0.132,-1.4155,-2
2020-03-05 00:00:00,1,0.501,0.426,-0.07950000000000002,0
2020-03-06 00:00:00,5,3.9050000000000002,2.168,-3.9242999999999997,-6
2020-03-08 00:00:00,0,0.0,0.116,0.2732,1
2020-03-09 00:00:00,0,0.457,0.0,-0.6369,-1
2020-03-10 00:00:00,1,2.531,1.2950000000000002,-3.1420000000000003,-5
2020-03-12 00:00:00,-1,0.344,0.0,-0.6369,-1
2020-03-13 00:00:00,0,0.624,0.0,-0.8196,-3
2020-03-14 00:00:00,3,0.591,0.43799999999999994,-0.8196,-3
2020-03-15 00:00:00,0,0.462,0.0,-1.2738,-2
2020-03-16 00:00:00,-6,0.0,0.836,2.2876,4
2020-03-17 00:00:00,-10,5.921,0.992,-10.4084,-17
2020-03-18 00:00:00,-1,0.244,0.0,-0.6369,-1
2020-03-19 00:00:00,-11,2.9979999999999998,2.873,-0.7699000000000003,2
2020-03-20 00:00:00,-9,2.8689999999999998,0.09,-6.4622,-12
2020-03-21 00:00:00,-1,0.0,0.0,0.0,0
2020-03-22 00:00:00,2,0.5920000000000001,0.0,-1.2738,-2
2020-03-23 00:00:00,0,4.785,1.436,-7.7524999999999995,-14
2020-03-24 00:00:00,-11,7.284999999999999,1.614,-13.046800000000001,-21
2020-03-25 00:00:00,-8,2.917,0.33699999999999997,-6.2674,-10
2020-03-26 00:00:00,0,4.257,1.7350000000000003,-4.978300000000001,-11
2020-03-27 00:00:00,-6,4.131,2.64,-5.700399999999999,-12
2020-03-28 00:00:00,0,0.7989999999999999,0.262,-1.4004999999999999,-3
2020-03-31 00:00:00,3,1.008,2.594,2.3725000000000005,2
2020-04-01 00:00:00,-1,2.3379999999999996,0.448,-3.8969999999999994,-6
2020-04-02 00:00:00,1,2.2190000000000003,0.222,-4.524299999999999,-6
2020-04-09 00:00:00,0,1.081,0.118,-1.8457,-3
2020-04-10 00:00:00,-1,0.307,0.109,-0.5719,-1
2020-04-11 00:00:00,-1,0.219,0.197,-0.23500000000000004,0
2020-04-13 00:00:00,-4,1.266,0.0,-2.8428,-4
2020-04-14 00:00:00,0,1.3980000000000001,0.0,-2.1667,-5
2020-04-15 00:00:00,-4,2.732,0.532,-4.6707,-10
2020-04-16 00:00:00,-5,2.615,0.0,-4.5433,-6
2020-04-17 00:00:00,-2,1.098,0.134,-1.9744000000000002,-3
2020-04-18 00:00:00,-2,0.228,1.294,1.2715999999999998,5
2020-04-19 00:00:00,-2,2.086,1.286,-2.2198,-8
2020-04-20 00:00:00,-3,3.2040000000000006,2.113,-1.8018000000000005,-4
2020-04-21 00:00:00,-3,6.435000000000001,0.911,-9.6823,-15
2020-04-22 00:00:00,-1,1.4080000000000001,0.982,-0.7055,-2
2020-04-23 00:00:00,-8,3.9960000000000004,0.8759999999999999,-6.017799999999999,-11
2020-04-24 00:00:00,-39,16.807000000000002,8.260000000000002,-19.180799999999994,-42
2020-04-25 00:00:00,-3,1.2990000000000002,0.822,-1.6953,-3
2020-04-26 00:00:00,0,0.388,0.0,-0.6908,-1
2020-04-27 00:00:00,-2,1.764,2.092,0.6094999999999997,6
2020-04-28 00:00:00,8,2.226,2.1879999999999997,-0.2347999999999998,0
2020-05-01 00:00:00,0,0.465,0.0,-0.8271,-1
2020-05-03 00:00:00,0,0.416,0.0,-0.7506,-1
2020-05-04 00:00:00,-4,1.041,0.174,-1.2183,-3
2020-05-05 00:00:00,-2,0.485,0.324,-0.2811,1
2020-05-06 00:00:00,-2,1.8210000000000002,0.0,-3.6219,-6
2020-05-07 00:00:00,-1,1.405,0.6439999999999999,-1.9819999999999998,-4
2020-05-08 00:00:00,0,1.9380000000000002,3.8540000000000005,2.183,1
2020-05-12 00:00:00,-2,1.021,1.05,-0.14810000000000012,-2
2020-05-13 00:00:00,0,1.322,1.8099999999999998,0.4205999999999999,-2
2020-05-14 00:00:00,-1,1.533,1.959,0.3516,3
2020-05-15 00:00:00,-1,0.489,0.0,-0.7717,-1
2020-05-16 00:00:00,0,0.276,0.0,-0.6369,-1
2020-05-18 00:00:00,2,0.688,0.0,-1.2738,-2
2020-05-20 00:00:00,3,2.5620000000000003,0.514,-4.6915000000000004,-9
2020-05-21 00:00:00,-1,1.95,0.563,-3.9022999999999994,-6
2020-05-22 00:00:00,-2,2.116,0.46900000000000003,-3.5096,-6
2020-05-25 00:00:00,-7,1.8960000000000004,0.0,-4.5522,-7
2020-05-26 00:00:00,-3,3.197,0.0,-6.368999999999999,-10
2020-05-27 00:00:00,0,4.948,1.2839999999999998,-7.320899999999999,-12
2020-05-28 00:00:00,-18,4.815999999999999,1.5950000000000002,-6.492299999999999,-9
2020-05-29 00:00:00,0,3.0200000000000005,0.374,-4.8962,-9
2020-05-30 00:00:00,0,0.342,0.07,-0.7269,-1
2020-06-01 00:00:00,-4,0.773,0.22,-1.6903,-3
2020-06-02 00:00:00,-6,4.34,0.993,-7.364700000000001,-14
2020-06-03 00:00:00,-1,0.276,0.251,-0.06500000000000006,0
2020-06-06 00:00:00,-2,0.0,0.318,0.3558,2
2020-06-08 00:00:00,7,1.8580000000000003,2.737,1.0043000000000002,2
2020-06-09 00:00:00,-2,0.9540000000000002,0.632,-1.4038,-2
2020-06-10 00:00:00,-9,4.572,0.278,-9.2872,-16
2020-06-11 00:00:00,-8,3.1569999999999996,0.136,-6.258799999999999,-10
2020-06-12 00:00:00,1,1.41,2.566,0.9947999999999999,2
2020-06-13 00:00:00,-2,0.538,0.219,-0.8549,-2
2020-06-14 00:00:00,2,1.294,0.9470000000000001,-1.5308000000000002,-3
2020-06-15 00:00:00,-6,5.632999999999999,0.603,-10.2588,-16
2020-06-16 00:00:00,0,1.5640000000000003,0.0,-3.1845,-5
2020-06-17 00:00:00,-2,0.992,0.0,-1.8202,-4
2020-06-18 00:00:00,-1,1.339,0.0,-2.5803000000000003,-4
2020-06-29 00:00:00,0,0.29600000000000004,0.0,-0.6369,-1
2020-06-30 00:00:00,-1,0.318,0.368,0.11370000000000002,0
2020-07-01 00:00:00,-2,1.7349999999999999,0.7729999999999999,-2.5346000000000006,-4
2020-07-02 00:00:00,-2,2.716,1.6139999999999999,-3.5462,-7
