,Date,Close,Volume,Change,TR,ATR_14,posneg,neg,pos,neu,compound,count,기관 매수,기관 매도,외국인 매수,외국인 매도,개인 매수,개인 매도,개인매수비율(%),개인매수비율증가(%p),개인매도비율(%),개인매도비율증가(%p),개인 순매수비율,기관 순매수비율,외국인 순매수비율
0,2019-12-02,50400,18877252,0.001988071570576455,1000.0,971.4285714285713,0.0,0.0,0.0,1.0,0.0,10.0,86623,74810,101491,67235,62078,108147,24.812144273198186,-2.9730187954397214,43.2256027370979,7.130076241364157,-18.413458463899726,4.7215738312975635,13.69188463260216
1,2019-12-03,49900,12059812,-0.009920634920634884,900.0,992.8571428571428,0.0,0.0,0.17227777777777775,0.8277222222222222,0.2608777777777778,18.0,86904,86237,83128,64228,65421,84988,27.78516306863791,-7.131046435481918,36.09552649573375,-1.0879804807311328,-8.310363427095853,0.28328371267301755,8.027079714422836
2,2019-12-04,49450,13246549,-0.009018036072144242,900.0,992.8571428571428,0.0,0.0,0.252,0.748,0.4019,1.0,82535,103231,69202,43220,81404,86690,34.91620950411982,-4.431471906761266,37.183506976464884,0.6186078725264892,-2.2672974723450614,-8.87703149596167,11.144328968306732
3,2019-12-05,49500,10449715,0.0010111223458038054,950.0,982.1428571428572,0.375,0.0,0.107875,0.892125,0.198975,8.0,349354,398832,161011,134949,331095,307679,39.347681410881094,14.602742919343012,36.5648991039384,-15.051654014817471,2.782782306942695,-5.880018063841418,3.0972357568987237
4,2019-12-06,50400,11414563,0.01818181818181808,1400.0,1039.2857142857142,,,,,,,200559,139151,112043,61829,102788,214410,24.744938491538075,-22.58009049884834,51.61655311875587,19.518397281401285,-26.871614627217802,14.783215773128864,12.08839885408893
5,2019-12-09,51200,8470627,0.015873015873015817,1000.0,1053.5714285714287,-0.5,0.0,0.0,1.0,0.0,2.0,78774,133613,62042,47909,126514,85808,47.32502899038642,13.303745221004505,32.09815583735458,-2.4116237678958328,15.226873153031836,-20.513597426401827,5.286724273369992
6,2019-12-10,51500,6882771,0.005859375,900.0,1010.7142857142856,,,,,,,203543,236065,136956,101913,175575,178096,34.02128376938191,6.137491580309877,34.50977960525041,9.469108537845802,-0.4884958358684995,-6.3018094304305174,6.7903052662990175
7,2019-12-11,51900,11379521,0.007766990291262044,800.0,960.7142857142856,0.5,0.0,0.215,0.7849999999999999,0.38915,2.0,151083,283739,195126,76119,133862,120213,27.883792189072032,6.656079619144473,25.04067106740461,13.025659341253185,2.84312112166742,-27.632579347638163,24.78945822597074
8,2019-12-12,53300,29178697,0.026974951830443183,1400.0,1010.7142857142856,,,,,,,426017,492866,133564,132160,150797,85352,21.227712569927558,-21.96307071108781,12.01501172615143,-31.223930356322704,9.212700843776133,-9.410342099558264,0.1976412557821329
9,2019-12-13,54700,18120261,0.026266416510319024,1500.0,1046.4285714285713,,,,,,,130940,158084,128577,101213,197305,197525,43.19078328101536,-3.3185824100935406,43.23894208247414,-5.054701364908019,-0.048158801458773874,-5.9419204854407175,5.990079286899492
10,2019-12-16,54700,11512405,0.0,600.0,1010.7142857142856,,,,,,,84911,83145,74007,70472,138177,143478,46.5093656911089,-7.977060829381834,48.293643447382145,8.725718043513133,-1.784277756273246,0.5944226594187044,1.1898550968545414
11,2019-12-17,56700,19358433,0.03656307129798897,2000.0,1103.5714285714287,,,,,,,71676,91314,53865,75377,150291,109141,54.48642652049074,20.47205670343687,39.56792540386903,-2.657655402613224,14.918501116621716,-7.119551031062387,-7.798950085559326
12,2019-12-18,56300,15558208,-0.007054673721340388,1200.0,1125.0,,,,,,,54698,66741,112082,79285,85972,106726,34.01436981705387,-9.66913136862248,42.22558080648224,-7.904360222468733,-8.211210989428372,-4.764749636006837,12.975960625435214
13,2019-12-19,56000,14180520,-0.005328596802841923,1800.0,1167.857142857143,,,,,,,50797,49156,48235,38540,76817,88153,43.683501185676356,10.201665253547539,50.12994102895098,13.303496566172875,-6.446439843274628,0.9331869956610501,5.513252847613576
14,2019-12-20,56000,12095519,0.0,900.0,1160.7142857142858,,,,,,,168891,176752,193929,167825,182625,200868,33.48183593212881,-22.551798150784922,36.8264444627781,-4.42717670566401,-3.3446085306492863,-1.4412085544830369,4.785817085132323
15,2019-12-23,55500,9839252,-0.008928571428571397,1300.0,1189.2857142857142,,,,,,,64774,99325,59828,67164,158801,116914,56.03363408291372,2.496413127927965,41.25362116844211,-20.42270156813614,14.780012914471614,-12.19147292018786,-2.5885399942837584
16,2019-12-24,55000,11868463,-0.009009009009009028,900.0,1189.2857142857142,,,,,,,84034,102369,86864,38592,196919,226856,53.53722095498576,13.490293518015294,61.67632273657826,-12.427584455534447,-8.139101781592476,-4.9848158187359495,13.123917600328426
17,2019-12-26,55400,9645034,0.007272727272727319,1000.0,1192.857142857143,,,,,,,88946,48566,103456,34540,128519,237815,40.04692743697047,0.942766683481942,74.1039071921127,13.205171695087152,-34.05697975514223,12.582535888894775,21.474443866247455
18,2019-12-27,56500,12313056,0.019855595667870096,1500.0,1200.0,,,,,,,197913,185704,222602,84309,270033,420535,39.10416075348853,3.138767496110212,60.89873549702555,26.860372224224463,-21.794574743537016,1.7680161263228624,20.02655861721416
19,2019-12-30,55800,8356767,-0.012389380530973493,900.0,1192.857142857143,,,,,,,165201,117287,109243,165416,154143,145884,35.96539325737833,-23.98971923105755,34.038363272801085,-5.1415476989181235,1.927029984577227,11.179527143847109,-13.106557128424337
20,2020-01-02,55200,12993228,-0.010752688172043,1000.0,1200.0,,,,,,,33704,104421,62823,42184,144520,94442,59.95511248843586,21.283435996922506,39.17991097171921,0.8074264712618415,20.775201516716656,-29.33743211904732,8.562230602330668
21,2020-01-03,55500,15422255,0.005434782608695564,1700.0,1264.2857142857142,,,,,,,88095,112678,104996,81355,121757,120815,38.67167649151336,15.045449398311426,38.37248450045737,-24.570507257540164,0.29919199105600164,-7.807894603110072,7.508702612054073
22,2020-01-06,55500,10278951,0.0,1000.0,1235.7142857142858,,,,,,,159041,79014,141654,66885,93020,247816,23.62622709320193,-9.89111311479963,62.94299175799753,-13.501390795389455,-39.316764664795606,20.326124226915407,18.99064043788019
23,2020-01-07,55800,10009778,0.00540540540540535,900.0,1192.857142857143,,,,,,,331694,148734,226884,49177,281608,642275,33.517340208001556,-3.2700024886738253,76.44438255338699,19.818003855870842,-42.92704234538542,21.776130523479324,21.15091182190611
24,2020-01-08,56800,23501171,0.017921146953405076,1600.0,1264.2857142857142,,,,,,,366182,239479,172149,129899,313288,482241,36.78734269667539,6.763171524242594,56.626378697516145,21.421174210308195,-19.83903600084075,14.877897275659654,4.9611387251810966
25,2020-01-09,58600,24102579,0.031690140845070484,1800.0,1250.0,,,,,,,489750,463931,124861,105174,263708,309214,30.024171172432794,-4.469466643374878,35.20520448720795,-9.757796811603212,-5.181033314775156,2.939592562611079,2.2414407521640767
26,2020-01-10,59500,16000170,0.015358361774743924,1400.0,1264.2857142857142,,,,,,,130408,167205,132866,53992,138632,180709,34.49363781580767,-6.6677208657910025,44.96300129881117,-2.2473370261094203,-10.46936348300349,-9.155623454240542,19.62498693724403
27,2020-01-13,60000,11359139,0.008403361344537784,900.0,1200.0,,,,,,,100101,181199,179775,69904,195791,224564,41.16135868159868,-2.455959160238756,47.21033832492058,-2.846124681179312,-6.048979643321903,-17.049322320026405,23.09830196334831
28,2020-01-14,60000,16906295,0.0,1100.0,1214.2857142857142,,,,,,,90072,132595,148588,78809,184626,211882,43.617317841837426,6.332981988951055,50.056463006099904,-6.556660453441907,-6.43914516426246,-10.045926394919746,16.48507155918221
29,2020-01-15,59000,14300928,-0.01666666666666672,1100.0,1200.0,,,,,,,134259,122439,155562,78060,172298,261620,37.28433585288638,-11.363418993315685,56.61312345954182,4.409884839127955,-19.328787606655432,2.5577827356157186,16.77100487103971
30,2020-01-16,60700,14381774,0.028813559322034,1700.0,1257.142857142857,0.0,0.0,0.21899999999999997,0.7809999999999999,0.4228,1.0,63603,65882,69938,58413,126508,135754,48.64775484620206,-13.972479476820908,52.20323862041385,2.4665419210081154,-3.555483774211784,-0.8763732988782883,4.4318570730900735
31,2020-01-17,61300,16025661,0.009884678747940743,1300.0,1278.5714285714287,,,,,,,75254,87550,57341,90746,222129,176428,62.620234323022956,21.4221054959225,49.73669669940573,9.871515758037576,12.883537623617235,-3.4663569422988014,-9.417180681318433
32,2020-01-20,62400,12528855,0.01794453507340954,1500.0,1278.5714285714287,0.0,0.0,0.0,1.0,0.0,1.0,93230,170090,130517,58729,156763,151691,41.19812882710047,-11.821619088254593,39.86518094136815,-8.40633041014987,1.3329478857323067,-20.1992063283488,18.866258442616488
33,2020-01-21,61400,11142693,-0.01602564102564108,1200.0,1300.0,-0.5,0.016,0.01966666666666667,0.9643333333333333,0.021333333333333333,6.0,61264,119675,121562,81629,206329,187851,53.01974791535506,5.819787570356546,48.27151135151803,17.45580797092915,4.7482365638370325,-15.009700504940193,10.26146394110316
34,2020-01-22,62300,15339565,0.014657980456026062,2200.0,1385.7142857142858,0.0,0.085,0.3315,0.5835,0.2933,2.0,115554,106204,150743,242727,238053,155419,47.19996034499852,-9.399817034260652,30.81570338058888,-9.372905858171864,16.384256964409634,1.8538713195201744,-18.238128283929807
35,2020-01-23,60800,14916555,-0.024077046548956704,1600.0,1378.571428571429,-0.16666666666666666,0.04766666666666667,0.169,0.7833333333333333,0.1968,6.0,46989,92804,93376,100638,183055,129978,56.59977737925917,10.214155394488266,40.18860923876074,-18.905789352118944,16.411168140498418,-14.165790612825427,-2.245377527672995
36,2020-01-28,58800,23664541,-0.03289473684210531,2500.0,1485.7142857142858,0.0,0.0,0.155,0.845,0.29600000000000004,2.0,133829,102724,141335,107215,238064,303289,46.3856219847709,-6.754086519855484,59.094398590879685,23.110121627165732,-12.708776606108787,6.060659200199523,6.6481174059092645
37,2020-01-29,59100,16446102,0.005102040816326482,900.0,1485.7142857142858,,,,,,,72427,93540,47145,69807,135595,91820,53.13970850462638,14.596400666151116,35.98427696371396,-10.128950761705466,17.15543154091242,-8.274189060497635,-8.881242480414787
38,2020-01-30,57200,20821939,-0.032148900169204686,2300.0,1535.7142857142858,-0.2,0.0,0.0524,0.9475999999999999,0.09878,5.0,161512,127615,95935,98121,161461,193172,38.54330783847527,-8.536881835778559,46.11322772541943,-0.4555002954551455,-7.569919886944151,8.091752843106363,-0.5218329561622123
39,2020-01-31,56400,19749457,-0.013986013986013957,2000.0,1550.0,0.0,0.0,0.155,0.845,0.29600000000000004,2.0,124542,80833,58596,104075,162929,161159,47.080189674253816,8.25681567948611,46.568728020874566,-2.9683166610957628,0.511461653379259,12.630213224606795,-13.141674877986054
40,2020-02-03,57200,23995260,0.014184397163120588,2200.0,1607.142857142857,0.0,0.0,0.0,1.0,0.0,5.0,137838,112761,121494,101155,164575,209991,38.82337399476772,-4.393360685668881,49.53704468197035,1.1013613905598305,-10.713670687202617,5.9156843364228475,4.7979863507797695
41,2020-02-04,58900,21800192,0.0297202797202798,2200.0,1700.0,0.0,0.052000000000000005,0.09511111111111112,0.8528888888888889,0.045577777777777786,9.0,100498,121045,123667,82517,170608,191211,43.2167346804366,-8.091493281240062,48.435683291410506,24.77246992638908,-5.218948610973904,-5.2047632436868785,10.423711854660779
42,2020-02-05,59500,19278165,0.01018675721561979,1300.0,1714.2857142857142,-0.15384615384615385,0.030461538461538464,0.22630769230769232,0.7430769230769232,0.3634615384615385,13.0,95681,145484,126818,203340,234455,108130,51.30822796167666,11.825505569983251,23.663213365021424,-23.23667142677053,27.645014596655244,-10.8989088617235,-16.746105734931742
43,2020-02-06,61100,14727159,0.026890756302520916,1600.0,1750.0,0.25,0.0555,0.20700000000000002,0.7375,0.23596250000000002,8.0,195523,110525,138559,182611,217962,258908,39.48272239169341,-8.190328747935013,46.89988479179196,1.9462360654943112,-7.417162400098543,15.396961111795434,-7.979798711696893
44,2020-02-07,60400,16402493,-0.011456628477905071,1500.0,1735.7142857142858,0.0,0.13,0.0,0.87,-0.128,2.0,112012,111369,161187,176028,248901,234703,47.67305113962843,15.775628636436874,44.953648726297644,6.581434840170175,2.7194024133307795,0.12315648343229267,-2.842558896763072
45,2020-02-10,59700,13107121,-0.011589403973509936,1300.0,1735.7142857142858,-0.3333333333333333,0.0,0.11499999999999999,0.8850000000000001,0.23343333333333335,3.0,129923,84840,125604,146393,119682,143976,31.897422503191557,-10.1844998724271,38.37221388612747,-14.566051287094732,-6.47479138293591,12.015436729929187,-5.5406453469932755
46,2020-02-11,59900,11071231,0.003350083752093891,1000.0,1700.0,,,,,,,92643,68455,85235,76081,129242,162584,42.081922375618646,0.9512511851558898,52.9382651732222,-3.0554786521148216,-10.856342797603542,7.87574889294087,2.9805939046626726
47,2020-02-12,60500,12904207,0.01001669449081799,1000.0,1685.7142857142858,,,,,,,145982,88809,94156,90700,167779,228408,41.130671190462756,3.517331325288482,55.99374382533702,-5.038801782177436,-14.863072634874252,14.015841457943651,0.8472311769306011
48,2020-02-13,60700,18449775,0.0033057851239668428,1100.0,1607.142857142857,-0.3,0.02275,0.19644999999999999,0.7808,0.293965,40.0,466315,505741,705294,226060,706371,1146179,37.61333986517428,-6.262262005965964,61.03254560751446,20.071344871293547,-23.419205742340175,-2.0993833800146966,25.51858912235487
49,2020-02-14,61800,13276067,0.01812191103789118,1700.0,1614.2857142857142,-0.42857142857142855,0.0,0.12157142857142857,0.8784285714285714,0.21651428571428571,7.0,221874,216872,310233,342866,415978,388347,43.87560187114026,-12.482774367445336,40.96120073622091,-14.940902430672429,2.9144011349193373,0.5275898258067578,-3.4419909607260952
50,2020-02-17,61500,8740596,-0.004854368932038833,800.0,1492.857142857143,-0.5,0.2155,0.0635,0.7205,-0.36755,2.0,92946,88125,50813,57137,185649,184146,56.358376238585606,20.41458369942444,55.902103166893326,12.983122761514387,0.4562730716922479,1.4635345832523798,-1.919807654944628
51,2020-02-18,59800,16674266,-0.027642276422764175,1800.0,1557.142857142857,0.4,0.0,0.2518,0.7482,0.35662000000000005,5.0,85530,201406,290642,133804,211081,252043,35.94379253916115,-0.20820474916943246,42.91898040537895,-11.460042894728607,-6.975187866217798,-19.73187025013069,26.707058116348485
52,2020-02-19,60200,12951496,0.006688963210702337,1000.0,1464.2857142857142,-0.13333333333333333,0.009666666666666665,0.09553333333333333,0.8948,0.14265333333333335,15.0,384336,360356,485911,261457,492751,741185,36.15199728833058,-10.341549537145987,54.37902330010756,1.5596299807188032,-18.22702601177698,1.759356946965439,16.467669064811542
53,2020-02-20,60000,14591924,-0.0033222591362126463,1700.0,1442.857142857143,-0.2,0.009,0.14640000000000003,0.8446,0.22981999999999997,10.0,175106,125726,117791,132543,254508,289136,46.493546825476564,6.858418973402152,52.81939331938875,5.51654299073882,-6.325846493912188,9.020743325325855,-2.6948968314136703
54,2020-02-21,59200,13777393,-0.013333333333333308,1500.0,1392.857142857143,,,,,,,116275,196918,220861,97394,221361,264185,39.63512785207441,-11.084723598540108,47.30285032864993,-5.080234518328815,-7.667722476575522,-14.439289736560806,22.10701221313633
