,Unnamed: 0,Unnamed: 0.1,날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수,개인 매수,개인 매도,개인매수비율(%),개인매수비율증가(%p),개인매도비율(%),개인매도비율증가(%p),개인 순매수비율,기관 순매수비율,외국인 순매수비율
15,233,233,2019-12-02,41300.0,450.0,654720,91069,256403,-165334,323179,227213,95966,69368,240472,171104,36.7289833822092,15.948131481915095,26.133919843597265,13.908644079812856,10.595063538611926,-25.25262707722385,14.657563538611925
16,232,232,2019-12-03,41100.0,-200.0,1058152,164509,655537,-491028,673750,273253,400497,90531,219893,129362,20.780851900294106,1.5212469873740917,12.225275763784408,-0.8500026577664439,8.555576136509691,-46.40429730322298,37.84872116671329
17,231,231,2019-12-04,40900.0,-200.0,1347956,115437,532732,-417295,972908,638975,333933,83362,259611,176249,19.259604912920008,2.974076911159784,13.075278421550848,3.5310916827496155,6.184326491369156,-30.957612859766932,24.77328636839778
18,230,230,2019-12-05,40900.0,0.0,1236208,283120,464204,-181084,751765,654018,97747,83337,201323,117986,16.285528001760227,0.686589135311598,9.544186738801237,-22.05210253684215,6.7413412629589855,-14.648343968005385,7.9070027050464
19,229,229,2019-12-06,41750.0,850.0,1233398,160810,382729,-221919,880191,460961,419230,-197311,192397,389708,15.598938866448623,-11.025172150333734,31.596289275643386,3.8433666346863617,-15.99735040919476,-17.99248904246642,33.98983945166118
20,228,228,2019-12-09,41900.0,150.0,1021251,168383,100727,67656,580969,637097,-56128,-11528,271899,283427,26.62411101678236,7.44479627578982,27.75292264095702,8.29987398726848,-1.1288116241746642,6.624816034451864,-5.4960044102772
21,227,227,2019-12-10,42000.0,100.0,735751,89451,231121,-141670,505188,361504,143684,-2014,141112,143126,19.17931474099253,-5.432088020736681,19.453048653688548,-7.213724633158388,-0.2737339126960072,-19.25515561650613,19.528889529202136
22,226,226,2019-12-11,42200.0,200.0,750327,205050,147457,57593,360611,402782,-42171,-15422,184666,200088,24.611402761729217,9.063249579275958,26.66677328684693,-31.16575742052371,-2.0553705251177155,7.675720052723678,-5.6203495276059625
23,225,225,2019-12-12,43600.0,1400.0,1714165,157329,80806,76523,1290315,642014,648301,-724824,266521,991345,15.548153182453266,-4.802285586043782,57.832530707370644,21.713018075367245,-42.28437752491738,4.464156017652909,37.82022150726447
24,224,224,2019-12-13,44900.0,1300.0,2534594,530371,103494,426877,1488422,1515617,-27195,-399682,515801,915483,20.350438768497046,0.4122215790693744,36.119512632003385,12.338586116709475,-15.769073863506346,16.842026770362434,-1.072952906856088
