,Unnamed: 0,Unnamed: 0.1,날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수,개인 매수,개인 매도,개인매수비율(%),개인매수비율증가(%p),개인매도비율(%),개인매도비율증가(%p),개인 순매수비율,기관 순매수비율,외국인 순매수비율
15,233,233,2019-12-02,100500.0,1600.0,244030,168335,58707,109628,47347,96844,-49497,-60131,28348,88479,11.616604515838215,-3.238359927845954,36.25742736548785,5.2928859319940464,-24.640822849649634,44.92398475597263,-20.283161906322988
16,232,232,2019-12-03,101500.0,1000.0,204605,136851,74839,62012,37360,66411,-29051,-32961,30394,63355,14.854964443684173,-0.8090242886707184,30.964541433493803,4.363299049489932,-16.109576989809632,30.308154737176515,-14.198577747366876
17,231,231,2019-12-04,102500.0,1000.0,285419,174811,69451,105360,65900,140043,-74143,-31217,44708,75925,15.663988732354893,-21.291188895940486,26.60124238400387,-7.9846888888561285,-10.937253651648977,36.914150774825785,-25.976897123176805
18,230,230,2019-12-05,100500.0,-2000.0,268482,141996,71532,70464,27268,104093,-76825,6361,99218,92857,36.955177628295374,7.693315983963608,34.585931272859995,2.5342591733791338,2.369246355435373,26.24533488278544,-28.61458123822081
19,229,229,2019-12-06,101000.0,500.0,207075,99653,79846,19807,46828,60858,-14030,-5777,60594,66371,29.26186164433177,-11.29128787269694,32.051672099480875,3.1278137710603846,-2.7898104551491008,9.565133405770855,-6.7753229506217565
20,228,228,2019-12-09,99800.0,-1200.0,176408,68518,99520,-31002,36351,25864,10487,20515,71539,51024,40.55314951702872,16.19455568973321,28.923858328420486,-22.072553858687343,11.629291188608224,-17.574032923676928,5.944741735068704
21,227,227,2019-12-10,100500.0,700.0,192039,87690,74855,12835,57571,19251,38320,-51155,46778,97933,24.35859382729549,14.782200041446721,50.99641218710783,6.87143127010615,-26.637818359812325,6.683538239628409,19.95428012018392
22,226,226,2019-12-11,101000.0,500.0,137557,87932,61140,26792,36452,15720,20732,-47524,13173,60697,9.576393785848776,4.3032211780068295,44.12498091700168,12.541949534371094,-34.548587131152914,19.477016800308235,15.071570330844667
23,225,225,2019-12-12,102500.0,1500.0,444609,322277,276629,45648,98887,27559,71328,-116976,23445,140421,5.273172607841946,-21.117676226881173,31.58303138263059,-31.31882878414299,-26.309858774788637,10.266998643752153,16.042860131036484
24,224,224,2019-12-13,104000.0,1500.0,233850,112566,70513,42053,59569,16241,43328,-85381,61715,147096,26.39084883472311,-0.20841597338735696,62.90186016677357,22.59198957611752,-36.511011332050465,17.982895018174048,18.528116313876414
25,223,223,2019-12-16,104000.0,0.0,179817,109063,52153,56910,22924,55180,-32256,-24654,47830,72484,26.59926480811047,-2.00927196517414,40.30987059065605,-3.5803268690044945,-13.710605782545588,31.648842990373545,-17.93823720782796
26,222,222,2019-12-17,103000.0,-1000.0,317989,149559,61477,88082,77458,116946,-39488,-48594,90972,139566,28.608536773284612,3.380708366972093,43.89019745966055,-3.881394059321991,-15.281660686375945,27.699700304098567,-12.418039617722625
27,221,221,2019-12-18,103000.0,0.0,184459,68498,54454,14044,69426,41886,27540,-41584,46535,88119,25.227828406312515,4.437881540845922,47.77159151898253,-20.87176060336831,-22.54376311267002,7.613616033915397,14.930147078754628
28,220,220,2019-12-19,107500.0,4500.0,494970,241596,124575,117021,150470,30631,119839,-236860,102904,339764,20.789946865466593,5.941942191130034,68.64335212235085,21.451605882937173,-47.85340525688426,23.64203891144918,24.211366345435074
29,219,219,2019-12-20,108500.0,1000.0,314911,148344,36211,112133,119809,130088,-10279,-101854,46758,148612,14.84800467433656,-6.89520211558383,47.19174623941368,-24.60935909646368,-32.34374156507712,35.60783840513668,-3.2640968400595725
30,218,218,2019-12-23,109000.0,500.0,303980,215194,38499,176695,22691,47220,-24529,-152166,66095,218261,21.743206789920396,-18.358840640169557,71.80110533587734,-6.501753000396647,-50.057898545956974,58.127179419698656,-8.069280873741691
31,217,217,2019-12-24,108000.0,-1000.0,277714,151227,32009,119218,15118,28247,-13129,-106089,111369,217458,40.102047430089954,-7.965452597738228,78.302858336274,-7.744315990562384,-38.20081090618406,42.92833634602505,-4.7275254398409885
32,216,216,2019-12-26,106500.0,-1500.0,449185,215223,44881,170342,18050,17793,257,-170599,215912,386511,48.06750002782818,13.894472296808386,86.04717432683637,26.467691111400995,-37.9796742990082,37.922459565657796,0.057214733350401274
33,215,215,2019-12-27,109000.0,2500.0,393278,182864,121223,61641,76019,37742,38277,-99918,134395,234313,34.173027731019786,-5.199846104211686,59.57948321543539,17.730221694527664,-25.40645548441561,15.673645614552555,9.732809869863047
34,214,214,2019-12-30,108500.0,-500.0,236635,113741,47223,66518,29724,90382,-60658,-5860,93170,99030,39.37287383523147,-5.0307091776785375,41.849261520907724,10.458803333465454,-2.476387685676253,28.10995837471211,-25.633570689035853
35,213,213,2020-01-02,107500.0,-1000.0,232765,81096,143951,-62855,48313,15748,32565,30290,103356,73066,44.403583012910005,6.691055775931552,31.39045818744227,-5.231013811170762,13.013124825467749,-27.00363027087406,13.990505445406313
36,212,212,2020-01-03,107500.0,0.0,253791,100123,142492,-42369,57957,18357,39600,2769,95711,92942,37.71252723697846,6.416564743219628,36.62147199861303,-12.131563958972421,1.0910552383654266,-16.694445429506956,15.603390191141528
37,211,211,2020-01-06,106000.0,-1500.0,236334,110795,111672,-877,51576,9442,42134,-41257,73963,115220,31.295962493758825,5.483235211961826,48.753035957585446,1.3327622965838941,-17.457073463826617,-0.3710849898871936,17.828158453713808
