,Unnamed: 0,Unnamed: 0.1,날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수,개인 매수,개인 매도,개인매수비율(%),개인매수비율증가(%p),개인매도비율(%),개인매도비율증가(%p),개인 순매수비율,기관 순매수비율,외국인 순매수비율
15,233,233,2019-12-02,234000.0,3000.0,158683,67851,61611,6240,78566,67553,11013,-17253,12266,29519,7.729876546321912,-7.984635814136159,18.602496801799813,-19.850498842472838,-10.872620255477905,3.932368306623898,6.940251948854004
16,232,232,2019-12-03,237000.0,3000.0,138668,56427,43895,12532,60450,41451,18999,-31531,21791,53322,15.714512360458071,-44.83798437853919,38.452995644272654,25.96839982844544,-22.738483283814574,9.037413101797098,13.701070182017482
17,231,231,2019-12-04,224000.0,-13000.0,555044,100625,286884,-186259,118326,198865,-80539,266798,336093,69295,60.552496738997256,14.277933139422515,12.484595815827214,-6.657693014379584,48.06790092317006,-33.55751976419887,-14.510381158971178
18,230,230,2019-12-05,222000.0,-2000.0,291590,39014,134833,-95819,117644,100940,16704,79115,134932,55817,46.27456359957475,21.489000748489275,19.1422888302068,-25.0526218233622,27.132274769367946,-32.860866284852015,5.728591515484071
19,229,229,2019-12-06,225500.0,3500.0,174993,59802,39037,20765,71818,58618,13200,-33965,43373,77338,24.78556285108548,-9.098726268554273,44.194910653569,24.95364386186993,-19.409347802483527,11.866188933271616,7.543158869211911
20,228,228,2019-12-09,223000.0,-2500.0,196749,68176,82293,-14117,61906,76599,-14693,28810,66667,37857,33.884289119639746,11.605371257550859,19.241266791699072,-19.283790788524442,14.643022327940676,-7.17513176687048,-7.467890561070196
21,227,227,2019-12-10,226500.0,3500.0,135029,27499,25407,2092,77447,57602,19845,-21937,30083,52020,22.278917862088885,7.701794005637634,38.52505758022351,5.188852812493842,-16.24613971813462,1.549296817720638,14.696842900413985
22,226,226,2019-12-11,227500.0,1000.0,174129,46817,43052,3765,101929,73029,28900,-32665,25383,58048,14.577123856451252,4.850784949982732,33.336204767729676,21.74910397275105,-18.75908091127842,2.1621901004427757,16.596890810835646
23,225,225,2019-12-12,228500.0,1000.0,269567,166174,182723,-16549,77174,55609,21565,-5016,26219,31235,9.726338906468524,-16.897388801603775,11.587100794978616,-11.284974864553494,-1.8607618885100918,-6.139104563985947,7.99986645249604
24,224,224,2019-12-13,229500.0,1000.0,233044,74287,43201,31086,96712,136541,-39829,8743,62045,53302,26.6237277080723,19.379514342621626,22.872075659532108,-25.701727785731286,3.7516520485401896,13.339111927361355,-17.090763975901545
25,223,223,2019-12-16,233500.0,4000.0,235802,97085,46095,50990,121635,75169,46466,-97456,17082,114538,7.244213365450674,-5.631623958267765,48.573803445263394,13.67848807706001,-41.329590079812725,21.624074435331334,19.705515644481387
26,222,222,2019-12-17,234500.0,1000.0,228257,70534,45551,24983,128333,103055,25278,-50261,29390,79651,12.875837323718441,-44.20016582340981,34.895315368203384,13.447321662459874,-22.019478044484945,10.945118879158144,11.074359165326802
27,221,221,2019-12-18,227000.0,-7500.0,317750,66147,78416,-12269,70244,171183,-100939,113208,181359,68151,57.07600314712824,32.94891195225973,21.44799370574351,0.6489965883947839,35.62800944138473,-3.861211644374509,-31.76679779701023
28,220,220,2019-12-19,228500.0,1500.0,157147,51985,33056,18929,67247,91406,-24159,5230,37915,32685,24.1270911948685,-5.5851643319132505,20.798997117348726,-16.184444165822054,3.3280940775197743,12.045409711925776,-15.37350378944555
29,219,219,2019-12-20,228500.0,0.0,173383,44164,24764,19400,77703,84496,-6793,-12607,51516,64123,29.71225552678175,-1.5147033846734423,36.983441283170784,-16.611806387584622,-7.271185756389035,11.189101584353716,-3.9179158279646793
30,218,218,2019-12-23,228000.0,-500.0,119352,57431,36191,21240,24651,19194,5457,-26697,37270,63967,31.226958911455192,-19.160225224782213,53.595247670755406,-10.059017781035921,-22.368288759300217,17.796098934244927,4.572189825055299
31,217,217,2019-12-24,225000.0,-3000.0,217855,61751,29512,32239,46333,49669,-3336,-28903,109771,138674,50.3871841362374,-7.780252002750317,63.654265451791325,-17.8511494014899,-13.267081315553925,14.798375065984256,-1.531293750430332
32,216,216,2019-12-26,222500.0,-2500.0,256886,66507,25681,40826,40955,21829,19126,-59952,149424,209376,58.167436138987725,15.114826812623287,81.50541485328122,19.797160794774584,-23.3379787142935,15.892652772046745,7.445325942246756
33,215,215,2019-12-27,233000.0,10500.0,411543,93583,75696,17887,140780,81891,58889,-76776,177180,253956,43.05260932636444,19.38855025528809,61.70825405850664,12.266692599285824,-18.655644732142207,4.346325900331193,14.309318831811016
34,214,214,2019-12-30,236000.0,3000.0,193665,59336,20395,38941,88500,77519,10981,-49922,45829,95751,23.664059071076345,-27.33543689126025,49.44156145922082,31.376100908211132,-25.77750238814448,20.10740195698758,5.670100431156894
35,213,213,2020-01-02,232000.0,-4000.0,186494,47764,68394,-20630,43619,84409,-40790,61420,95111,33691,50.999495962336596,3.2511798157285337,18.06546055100969,-0.9019153118084908,32.9340354113269,-11.062018081010649,-21.872017330316254
36,212,212,2020-01-03,229000.0,-3000.0,239332,59881,94689,-34808,65174,99248,-34074,68882,114277,45395,47.74831614660807,22.937361451265666,18.967375862818177,-18.619863082501052,28.780940283789878,-14.543813614560527,-14.237126669229355
37,211,211,2020-01-06,230000.0,1000.0,151022,67526,59349,8177,46026,34908,11118,-19295,37470,56765,24.8109546953424,-4.5215019475407825,37.58723894531922,4.773192801889189,-12.776284249976824,5.414442928844804,7.361841321132021
