,Unnamed: 0,Unnamed: 0.1,날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수,Unnamed: 11,Unnamed: 12,개인 매수,개인 매도,개인매수비율(%),개인매수비율증가(%p),개인매도비율(%),개인매도비율증가(%p),개인 순매수비율,기관 순매수비율,외국인 순매수비율
56,192,192,2020-02-04,"58,900","1,700",21800192,7284469,11081983,-3797514,8830414,5209866,3620548,176966,,,5685309,5508343,26.079169394471393,4.553884181900583,25.26740590174619,5.805667712452756,0.8117634927252017,-17.419635570182134,16.607872077456932
57,191,191,2020-02-05,"59,500",600,19278165,7232661,11691935,-4459274,7895824,3834364,4061460,397814,,,4149680,3751866,21.525285212570804,3.6431329250861633,19.46173818929343,-20.506839592748577,2.063547023277371,-23.131216067504354,21.067669044226975
58,190,190,2020-02-06,"61,100","1,600",14727159,7109877,4626222,2483655,4983749,4214701,769048,-3252703,,,2633533,5886236,17.88215228748464,-11.387294741085956,39.968577782042,22.21765418768352,-22.086425494557368,16.864454305137876,5.221971189419493
59,189,189,2020-02-07,"60,400",-700,16402493,5808729,8245340,-2436611,5792845,5245559,547286,1889325,,,4800919,2911594,29.2694470285706,0.3759470753772156,17.750923594358493,3.703803711967844,11.518523434212105,-14.855125986031512,3.3366025518194093
60,188,188,2020-02-10,"59,700",-700,13107121,5911134,6174188,-263054,3408881,5091760,-1682879,1945933,,,3787106,1841173,28.893499953193373,4.1025982007143655,14.04711988239065,-12.779842720051661,14.846380070802734,-2.006954845385192,-12.839425225417544
61,187,187,2020-02-11,"59,900",200,11071231,5918977,4029730,1889247,2407596,4071426,-1663830,-225417,,,2744658,2970075,24.790901752479016,8.18968790028337,26.826962602442308,6.180781089699996,-2.0360608499632966,17.064470969849697,-15.028410119886393
62,186,186,2020-02-12,"60,500",600,12904207,6604865,5088037,1516828,4157087,5151944,-994857,-521971,,,2142255,2664226,16.601213852195645,-0.7833125173671256,20.64618151274232,-9.220453717226613,-4.044967660546673,11.754523156672859,-7.7095554961261845
63,185,185,2020-02-13,"60,700",200,18449775,8992459,10908956,-1916497,6249910,2030492,4219418,-2302921,,,3207406,5510327,17.384526369562767,-1.36088972392335,29.866635229968928,-9.016514425723528,-12.482108860406154,-10.3876442937651,22.869753154171253
64,184,184,2020-02-14,"61,800","1,100",13276067,6639086,5939404,699682,4148327,2174510,1973817,-2673499,,,2488654,5162153,18.74541609348612,-10.222814448229796,38.883149655692456,18.034754420401867,-20.137733562206336,5.270250594547316,14.867482967659022
65,183,183,2020-02-17,"61,500",-300,8740596,4598057,4127009,471048,1610543,2791313,-1180770,709722,,,2531996,1822274,28.968230541715922,-22.544987491389705,20.84839523529059,6.996882970822695,8.119835306425328,5.389197716036756,-13.509033022462086
66,182,182,2020-02-18,"59,800","-1,700",16674266,4255398,6713785,-2458387,3829417,7650843,-3821426,6279813,,,8589451,2309638,51.51321803310562,25.13302226267108,13.851512264467894,-3.2320277373975284,37.66170576863773,-14.743599508368163,-22.91810626026957
67,181,181,2020-02-19,"60,200",400,12951496,5850073,5152797,697276,3684793,5586125,-1901332,1204056,,,3416630,2212574,26.38019577043455,1.7983997029659982,17.083540001865426,-3.4758735477117253,9.296655768569131,5.383748719066894,-14.680404487636025
68,180,180,2020-02-20,"60,000",-200,14591924,6929465,7319130,-389665,4075502,4272780,-197278,586943,,,3586957,3000014,24.581796067468552,-6.308997277832695,20.559413549577148,1.252081603685788,4.022382517891404,-2.670415498326334,-1.351967019565069
69,179,179,2020-02-21,"59,200",-800,13777393,4715645,7104588,-2388943,4805802,4012758,793044,1595899,,,4255946,2660047,30.89079334530125,-13.752642346548498,19.30733194589136,-2.5236969196605687,11.583461399409888,-17.339586669263188,5.756125269853302
70,178,178,2020-02-24,"56,800","-2,400",25627537,10778617,8165657,2612960,3407907,11867125,-8459218,5846258,,,11441013,5594755,44.643435691849746,11.129049000192644,21.83102886555193,2.8343636212320504,22.81240682629782,10.195907628579368,-33.008314454877194
71,177,177,2020-02-25,"57,900","1,100",23885408,11074596,9684954,1389642,4805764,9663023,-4857259,3467617,,,8005048,4537431,33.5143866916571,-4.938753746269171,18.99666524431988,6.1595153557388125,14.51772144733722,5.817953790029462,-20.33567523736668
72,176,176,2020-02-26,"56,500","-1,400",25483102,11489239,10983443,505796,4194810,11228355,-7033545,6527749,,,9799053,3271304,38.45314043792627,5.7891941754818745,12.837149888581068,-6.633209305510707,25.615990549345213,1.9848290055111812,-27.60081955485639
73,175,175,2020-02-27,"55,900",-600,23209541,10368801,10478966,-110165,5259588,8211594,-2952006,3062171,,,7581152,4518981,32.6639462624444,1.7124830955494377,19.470359194091774,-3.663814245138589,13.193587068352622,-0.474653936499649,-12.718933131852975
74,174,174,2020-02-28,"54,200","-1,700",30054227,12611677,9786648,2825029,8140327,13314782,-5174455,2349426,,,9302223,6952797,30.95146316689496,-7.078998677321737,23.13417343923036,0.9087501873927052,7.8172897276645985,9.399772617675378,-17.217062345339976
75,173,173,2020-03-02,"55,000",800,30403412,12206451,9990735,2215716,6634403,13655390,-7020987,4805271,,,11562558,6757287,38.030461844216696,0.2715577517902972,22.225423251837654,-1.7635949888355675,15.805038592379038,7.287721522834345,-23.092760115213384
76,172,172,2020-03-03,"55,400",400,30330295,11633603,13331971,-1698368,7244305,9722384,-2478079,4176447,,,11452387,7275940,37.7589040924264,10.17043990514307,23.989018240673232,-11.781337470251167,13.769885851753173,-5.599576265248986,-8.170309586504187
77,171,171,2020-03-04,"57,400","2,000",24765728,9855970,10903410,-1047440,8077274,5003529,3073745,-2026305,,,6832484,8858789,27.58846418728333,-9.170781289119027,35.77035571092439,13.095945519482305,-8.181891523641058,-4.229393135546026,12.411284659187086
78,170,170,2020-03-05,"57,800",400,21698990,9518866,10370659,-851793,4203739,6408213,-2204474,3056267,,,7976385,4920118,36.759245476402356,-0.6267170587855588,22.67441019144209,5.308738674051376,14.084835284960267,-3.9254960714761378,-10.159339213484131
79,169,169,2020-03-06,"56,500","-1,300",18716656,8528734,9521959,-993225,3190520,5944424,-2753904,3747129,,,6997402,3250273,37.38596253518792,-16.75919921084008,17.365671517390712,-3.5090773589449995,20.020291017797195,-5.306637040291814,-14.713653977505386
80,168,168,2020-03-09,"54,200","-2,300",30261485,10484995,10633303,-148308,3391360,13311173,-9919813,10068121,,,16385130,6317009,54.145161746028,19.85743033766819,20.874748876335712,-5.3970677751803615,33.27041286969229,-0.4900883086206774,-32.78032456107161
81,167,167,2020-03-10,"54,600",400,32106554,15124953,11233323,3891630,5972992,12438256,-6465264,2573634,,,11008609,8434975,34.287731408359804,-10.064852154858492,26.27181665151607,10.664471729817492,8.015914756843728,12.12098314879884,-20.136897905642567
