,Unnamed: 0,Unnamed: 0.1,날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수,개인 매수,개인 매도,개인매수비율(%),개인매수비율증가(%p),개인매도비율(%),개인매도비율증가(%p),개인 순매수비율,기관 순매수비율,외국인 순매수비율
15,233,233,2019-12-02,156500.0,1000.0,250192,86623,74810,11813,101491,67235,34256,-46069,62078,108147,24.812144273198186,-2.9730187954397214,43.2256027370979,7.130076241364157,-18.413458463899726,4.721573831297564,13.69188463260216
16,232,232,2019-12-03,157000.0,500.0,235453,86904,86237,667,83128,64228,18900,-19567,65421,84988,27.78516306863791,-7.131046435481918,36.09552649573375,-1.0879804807311328,-8.310363427095853,0.28328371267301755,8.027079714422836
17,231,231,2019-12-04,156000.0,-1000.0,233141,82535,103231,-20696,69202,43220,25982,-5286,81404,86690,34.91620950411982,-4.431471906761266,37.183506976464884,0.6186078725264892,-2.2672974723450614,-8.87703149596167,11.144328968306732
18,230,230,2019-12-05,149500.0,-6500.0,841460,349354,398832,-49478,161011,134949,26062,23416,331095,307679,39.347681410881094,14.602742919343012,36.5648991039384,-15.051654014817471,2.782782306942695,-5.880018063841418,3.097235756898724
19,229,229,2019-12-06,153500.0,4000.0,415390,200559,139151,61408,112043,61829,50214,-111622,102788,214410,24.744938491538075,-22.58009049884834,51.61655311875587,19.518397281401285,-26.8716146272178,14.783215773128864,12.08839885408893
20,228,228,2019-12-09,151500.0,-2000.0,267330,78774,133613,-54839,62042,47909,14133,40706,126514,85808,47.32502899038642,13.303745221004505,32.09815583735458,-2.4116237678958328,15.226873153031836,-20.513597426401827,5.286724273369992
21,227,227,2019-12-10,149500.0,-2000.0,516074,203543,236065,-32522,136956,101913,35043,-2521,175575,178096,34.02128376938191,6.137491580309877,34.50977960525041,9.469108537845802,-0.4884958358684995,-6.301809430430518,6.790305266299018
22,226,226,2019-12-11,150000.0,500.0,480071,151083,283739,-132656,195126,76119,119007,13649,133862,120213,27.883792189072032,6.656079619144473,25.04067106740461,13.025659341253185,2.8431211216674197,-27.632579347638163,24.78945822597074
23,225,225,2019-12-12,149500.0,-500.0,710378,426017,492866,-66849,133564,132160,1404,65445,150797,85352,21.227712569927558,-21.96307071108781,12.01501172615143,-31.223930356322704,9.212700843776132,-9.410342099558264,0.1976412557821329
24,224,224,2019-12-13,151000.0,1500.0,456822,130940,158084,-27144,128577,101213,27364,-220,197305,197525,43.19078328101536,-3.3185824100935406,43.23894208247414,-5.054701364908019,-0.048158801458773874,-5.9419204854407175,5.990079286899492
25,223,223,2019-12-16,151500.0,500.0,297095,84911,83145,1766,74007,70472,3535,-5301,138177,143478,46.5093656911089,-7.977060829381834,48.293643447382145,8.725718043513133,-1.784277756273246,0.5944226594187044,1.1898550968545414
26,222,222,2019-12-17,150500.0,-1000.0,275832,71676,91314,-19638,53865,75377,-21512,41150,150291,109141,54.48642652049074,20.47205670343687,39.56792540386903,-2.6576554026132237,14.918501116621714,-7.119551031062387,-7.798950085559326
27,221,221,2019-12-18,151000.0,500.0,252752,54698,66741,-12043,112082,79285,32797,-20754,85972,106726,34.01436981705387,-9.66913136862248,42.22558080648224,-7.904360222468733,-8.211210989428372,-4.764749636006837,12.975960625435212
28,220,220,2019-12-19,150000.0,-1000.0,175849,50797,49156,1641,48235,38540,9695,-11336,76817,88153,43.683501185676356,10.201665253547539,50.12994102895098,13.303496566172875,-6.446439843274628,0.93318699566105,5.513252847613576
29,219,219,2019-12-20,150000.0,0.0,545445,168891,176752,-7861,193929,167825,26104,-18243,182625,200868,33.48183593212881,-22.551798150784922,36.8264444627781,-4.42717670566401,-3.3446085306492863,-1.4412085544830369,4.785817085132323
30,218,218,2019-12-23,148500.0,-1500.0,283403,64774,99325,-34551,59828,67164,-7336,41887,158801,116914,56.03363408291372,2.496413127927965,41.25362116844211,-20.42270156813614,14.780012914471616,-12.19147292018786,-2.5885399942837584
31,217,217,2019-12-24,146500.0,-2000.0,367817,84034,102369,-18335,86864,38592,48272,-29937,196919,226856,53.53722095498576,13.490293518015294,61.67632273657826,-12.427584455534447,-8.139101781592476,-4.984815818735949,13.123917600328426
32,216,216,2019-12-26,148000.0,1500.0,320921,88946,48566,40380,103456,34540,68916,-109296,128519,237815,40.04692743697047,0.9427666834819419,74.1039071921127,13.205171695087152,-34.05697975514223,12.582535888894775,21.474443866247455
33,215,215,2019-12-27,153500.0,5500.0,690548,197913,185704,12209,222602,84309,138293,-150502,270033,420535,39.10416075348853,3.138767496110212,60.89873549702555,26.860372224224463,-21.794574743537016,1.7680161263228624,20.026558617214157
34,214,214,2019-12-30,153500.0,0.0,428587,165201,117287,47914,109243,165416,-56173,8259,154143,145884,35.96539325737833,-23.98971923105755,34.038363272801085,-5.141547698918124,1.927029984577227,11.179527143847109,-13.106557128424337
35,213,213,2020-01-02,152500.0,-1000.0,241047,33704,104421,-70717,62823,42184,20639,50078,144520,94442,59.95511248843586,21.283435996922506,39.17991097171921,0.8074264712618415,20.775201516716656,-29.33743211904732,8.562230602330668
36,212,212,2020-01-03,152500.0,0.0,314848,88095,112678,-24583,104996,81355,23641,942,121757,120815,38.67167649151336,15.045449398311426,38.37248450045737,-24.570507257540164,0.29919199105600164,-7.807894603110072,7.508702612054072
37,211,211,2020-01-06,154500.0,2000.0,393715,159041,79014,80027,141654,66885,74769,-154796,93020,247816,23.62622709320193,-9.89111311479963,62.94299175799753,-13.501390795389455,-39.316764664795606,20.326124226915407,18.99064043788019
