,Unnamed: 0,Unnamed: 0.1,날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수,개인 매수,개인 매도,개인매수비율(%),개인매수비율증가(%p),개인매도비율(%),개인매도비율증가(%p),개인 순매수비율,기관 순매수비율,외국인 순매수비율
15,233,233,2019-12-02,70300.0,400.0,237237,92770,80302,12468,92059,80108,11951,-24419,52408,76827,22.090989179596768,10.362613989320518,32.38407162457796,-14.29718863654314,-10.293082444981179,5.2555039896812055,5.037578455299975
16,232,232,2019-12-03,70500.0,200.0,217447,90465,76590,13875,101479,39350,62129,-76004,25503,101507,11.728375190276251,-8.658956992341617,46.6812602611211,23.663107668111525,-34.95288507084485,6.380865222330039,28.57201984851481
17,231,231,2019-12-04,70000.0,-500.0,294889,121278,108805,12473,113491,118206,-4715,-7758,60120,67878,20.387332182617868,-5.624304682321512,23.01815259300957,-0.18968911318999915,-2.6308204103917068,4.229727117661222,-1.598906707269515
18,230,230,2019-12-05,70000.0,0.0,295956,78457,123394,-44937,140516,103877,36639,8298,76983,68685,26.01163686493938,1.7675327796505336,23.20784170619957,-2.5711826410646634,2.803795158739813,-15.183675951830676,12.379880793090866
19,229,229,2019-12-06,70200.0,200.0,272392,75395,88864,-13469,130958,113308,17650,-4181,66039,70220,24.244104085288853,-25.42361678193223,25.779024347264233,1.5066286879464599,-1.5349202619753883,-4.944712032658815,6.479632294634204
20,228,228,2019-12-09,69100.0,-1100.0,436982,121555,183772,-62217,98388,147144,-48756,110973,217039,106066,49.66772086722108,37.15151942377237,24.27239565931777,-31.60216955127493,25.395325207903298,-14.237886228723381,-11.157438979179918
21,227,227,2019-12-10,71200.0,2100.0,575566,136342,205783,-69441,367185,48188,318997,-249556,72039,321595,12.516201443448713,-20.422562900614665,55.874565210592706,21.645607337499968,-43.35836376714399,-12.06481967315651,55.423183440300505
22,226,226,2019-12-11,71200.0,0.0,339949,118056,114941,3115,109918,108647,1271,-4386,111975,116361,32.93876434406337,24.327505407730808,34.22895787309273,5.819004542735198,-1.2901935290293545,0.9163139176758868,0.3738796113534677
23,225,225,2019-12-12,71700.0,500.0,979009,476645,342579,134066,418059,358294,59765,-193831,84305,278136,8.611258936332558,-17.636916030126287,28.40995333035753,-12.822240261308474,-19.798694394024977,13.69405184222004,6.104642551804937
24,224,224,2019-12-13,72200.0,500.0,405472,156541,88632,67909,142502,149655,-7153,-60756,106429,167185,26.248174966458844,7.825057956113492,41.232193591666004,7.416642054595486,-14.984018625207169,16.74813550627417,-1.7641168810670034
25,223,223,2019-12-16,72000.0,-200.0,271523,140633,63338,77295,80867,116368,-35501,-41794,50023,91817,18.42311701034535,-12.006241094126596,33.81555153707053,-7.140295768101673,-15.392434526725175,28.46720167352305,-13.074767146797875
26,222,222,2019-12-17,72400.0,400.0,455261,135774,145618,-9844,180954,123187,57767,-47923,138533,186456,30.429358104471945,7.256874224460733,40.95584730517221,2.2796388066340114,-10.526489200700258,-2.1622761448927097,12.688765345592966
27,221,221,2019-12-18,72500.0,100.0,399504,131322,139186,-7864,175607,105805,69802,-61938,92575,154513,23.17248388001121,1.5383794490971177,38.67620849853819,-3.7791860392171226,-15.503724618526974,-1.9684408666746769,17.47216548520165
28,220,220,2019-12-19,72500.0,0.0,302037,70530,100947,-30417,166164,72859,93305,-62888,65343,128231,21.634104430914093,-5.448179562128619,42.45539453775531,8.929933717123646,-20.82129010684121,-10.07062048689399,30.891910593735204
29,219,219,2019-12-20,72500.0,0.0,403031,59292,68203,-8911,234589,199710,34879,-25968,109150,135118,27.08228399304272,-0.4827651240923281,33.525460820631665,-16.20952425770706,-6.443176827588946,-2.210996176472777,8.654173004061724
30,218,218,2019-12-23,72500.0,0.0,257344,129620,93044,36576,56787,36310,20477,-57053,70937,127990,27.565049117135054,2.8165882512333766,49.73498507833872,-1.7824040790901137,-22.16993596120368,14.212882367570256,7.957053593633424
31,217,217,2019-12-24,71900.0,-600.0,220741,119619,71529,48090,46492,35492,11000,-59090,54630,113720,24.748460865901666,-21.391422707659654,51.51738915742886,-14.334435644409922,-26.76892829152717,21.78571266778713,4.9832156237400405
32,216,216,2019-12-26,71300.0,-600.0,372424,141755,72202,69553,58833,54974,3859,-73412,171836,245248,46.13988357356133,8.636170533364151,65.85182480183876,44.309969807097225,-19.71194122827745,18.675756664446975,1.0361845638304727
33,215,215,2019-12-27,71800.0,500.0,498244,127698,178544,-50846,183686,212369,-28683,79529,186860,107331,37.50371304019717,16.945099970825925,21.54185499474153,-5.312451628198176,15.961858045455642,-10.205040100834127,-5.7568179446215115
34,214,214,2019-12-30,72100.0,300.0,283273,64743,53961,10782,160293,153241,7052,-17834,58237,76071,20.558613069371244,-29.85823211144896,26.85430662293971,-0.2922529118231374,-6.295693553568466,3.8062222661531457,2.4894712874153204
35,213,213,2020-01-02,71000.0,-1100.0,284758,87761,140782,-53021,53431,66674,-13243,66264,143566,77302,50.41684518082021,14.633487985961304,27.14655953476285,5.6397921535134055,23.270285646057356,-18.619670035609182,-4.6506156104481695
36,212,212,2020-01-03,71100.0,100.0,369493,135048,233436,-98388,102228,56591,45637,52751,132217,79466,35.7833571948589,-6.276305857843269,21.506767381249446,-20.14224486112948,14.276589813609462,-26.627838687065786,12.351248873456333
37,211,211,2020-01-06,69900.0,-1200.0,337026,130010,146783,-16773,65264,49875,15389,1384,141752,140368,42.05966305270218,11.010441573004757,41.64901224237892,5.375732958821138,0.4106508103232391,-4.97676737106336,4.566116560740121
