,date,sentiment
0,2019-06-13,0.977
1,2019-04-26,-0.737
2,2019-02-01,0.977
3,2019-01-09,0.989
4,2018-01-09,0.994
5,2017-09-06,0.968
6,2017-07-08,0.982
7,2017-04-08,0.985
8,2017-01-26,0.412
9,2017-01-07,0.503
10,2016-12-20,0.805
11,2016-09-02,-0.859
12,2016-04-29,0.983
13,2016-04-12,0.971
14,2015-11-20,0.864
15,2015-07-30,0.987
16,2015-07-23,0.352
17,2015-02-25,0.841
