,date,sentiment
0,2020-04-14,-0.693
1,2020-02-11,-0.884
2,2018-01-04,-0.814
3,2018-01-03,-0.288
4,2017-09-16,0.715
5,2017-04-06,-0.932
6,2017-01-27,0.944
7,2016-07-23,-0.979
8,2016-04-28,0.986
9,2016-03-31,-0.664
10,2016-03-30,-0.531
11,2015-12-23,0.62
12,2015-07-25,0.922
13,2015-06-13,-0.972
14,2015-03-11,0.782
15,2015-01-31,0.777
16,2015-01-27,-0.628
17,2014-11-13,-0.366
