,date,sentiment
0,2019-03-16,-0.646
1,2019-01-23,-0.905
2,2018-12-14,-0.445
3,2018-12-12,0.973
4,2017-05-17,0.999
5,2016-10-29,0.983
6,2016-10-06,0.936
7,2016-08-23,0.999
