,date,sentiment
0,2018-08-29,0.97
1,2018-03-01,0.715
2,2017-03-16,0.903
3,2016-11-04,0.988
4,2015-08-19,0.601
5,2015-03-29,-0.302
6,2015-02-06,0.991
