,date,sentiment
0,2020-10-31,0.937
1,2020-10-13,0.974
2,2020-06-24,0.963
3,2020-05-14,0.706
4,2020-05-09,-0.481
5,2019-12-07,0.991
6,2019-05-17,0.973
7,2019-05-16,0.93
8,2018-03-13,0.858
9,2016-12-20,0.772
10,2016-10-22,0.778
